k_step      t_sim  nID  pos    Ground Truth (x,y)    Prediction   (x,y)  tID  s0_OK  DMiss  TLost  in_e2e_delay
   296       2951    1    0      62.35      43.62      62.12      43.99    0      1      0      0          0
   296       2951    2    0      62.35      43.62      62.39       43.5    0      1      0      0          0
   296       2951    3    0      62.35      43.62      62.89      43.59    0      1      0      0          0
   297       2961    0    0      61.67      43.94      61.85      44.25    0      1      0      0          0
   297       2961    1    0      61.67      43.94      61.88      44.51    0      1      0      0          0
   297       2961    2    0      61.67      43.94      61.46      44.12    0      1      0      0          0
   297       2961    3    0      61.67      43.94      61.54      43.84    0      1      0      0          0
   298       2971    0    0      61.67      43.94      61.23       43.4    0      1      0      0          0
   298       2971    1    0      61.67      43.94      61.47      43.57    0      1      0      0          0
   298       2971    2    0      61.67      43.94      61.83      44.19    0      1      0      0          0
   298       2971    3    0      61.67      43.94      61.65      43.44    0      1      0      0          0
   299       2981    0    0         61      44.32      60.42      44.48    0      1      0      0          0
   299       2981    1    0         61      44.32      60.56      44.23    0      1      0      0          0
   299       2981    2    0         61      44.32      60.54      43.94    0      1      0      0          0
   299       2981    3    0         61      44.32      61.41      44.81    0      1      0      0          0
   300       2991    0    0         61      44.32      60.37      44.01    0      1      0      0          0
   300       2991    1    0         61      44.32      60.55      43.48    0      1      0      0          0
   300       2991    2    0         61      44.32      61.63      44.23    0      1      0      0          0
   300       2991    3    0         61      44.32      61.63       43.4    0      1      0      0          0
   301       3001    0    0      62.11      44.61      62.93      43.55    0      1      0      0          0
   301       3001    1    0      62.11      44.61      62.43      44.56    0      1      0      0          0
   301       3001    2    0      62.11      44.61      62.11      44.97    0      1      0      0          0
   301       3001    3    0      62.11      44.61      62.05      43.91    0      1      0      0          0
   302       3011    0    0      62.11      44.61      62.99      45.61    0      1      0      0          0
   302       3011    1    0      62.11      44.61      62.13      44.42    0      1      0      0          0
   302       3011    2    0      62.11      44.61      62.41      44.38    0      1      0      0          0
   302       3011    3    0      62.11      44.61      61.82       44.3    0      1      0      0          0
   303       3021    0    0      63.37      44.88      63.03      45.19    0      1      0      0          0
   303       3021    1    0      63.37      44.88      63.88       44.6    0      1      0      0          0
   303       3021    2    0      63.37      44.88      63.35       43.9    0      1      0      0          0
   303       3021    3    0      63.37      44.88      62.73      45.21    0      1      0      0          0
   304       3031    0    0      63.37      44.88      63.71      45.18    0      1      0      0          0
   304       3031    1    0      63.37      44.88      63.17       44.5    0      1      0      0          0
   304       3031    2    0      63.37      44.88      63.51      44.56    0      1      0      0          0
   304       3031    3    0      63.37      44.88      63.02      44.75    0      1      0      0          0
   305       3041    0    0      64.51      45.09      65.91      44.23    0      1      0      0          0
   305       3041    1    0      64.51      45.09       64.2      45.63    0      1      0      0          0
   305       3041    2    0      64.51      45.09      64.06      45.52    0      1      0      0          0
   305       3041    3    0      64.51      45.09       64.2      45.16    0      1      0      0          0
   306       3051    0    0      64.51      45.09      63.17      45.12    0      1      0      0          0
   306       3051    1    0      64.51      45.09      62.93      45.21    0      1      0      0          0
   306       3051    2    0      64.51      45.09      64.73      45.52    0      1      0      0          0
   306       3051    3    0      64.51      45.09      65.62      44.62    0      1      0      0          0
   307       3061    0    0      66.21      45.56      65.85      45.65    0      1      0      0          0
   307       3061    1    0      66.21      45.56      66.24      45.39    0      1      0      0          0
   307       3061    2    0      66.21      45.56      65.71      47.22    0      1      0      0          0
   307       3061    3    0      66.21      45.56      66.02      45.91    0      1      0      0          0
   308       3071    0    0      66.21      45.56      66.46       45.7    0      1      0      0          0
   308       3071    1    0      66.21      45.56      66.16      45.13    0      1      0      0          0
   308       3071    2    0      66.21      45.56      66.74      46.39    0      1      0      0          0
   308       3071    3    0      66.21      45.56      66.22       45.8    0      1      0      0          0
   309       3081    0    0      67.86      46.07      68.07      45.85    0      1      0      0          0
   309       3081    1    0      67.86      46.07      69.59      46.22    0      1      0      0          0
   309       3081    2    0      67.86      46.07       67.1      47.43    0      1      0      0          0
   309       3081    3    0      67.86      46.07      67.26      45.79    0      1      0      0          0
   310       3091    0    0      67.86      46.07      67.32      45.73    0      1      0      0          0
   310       3091    1    0      67.86      46.07      68.53      46.69    0      1      0      0          0
   310       3091    2    0      67.86      46.07      66.43      46.85    0      1      0      0          0
   310       3091    3    0      67.86      46.07       67.6      46.61    0      1      0      0          0
   311       3101    0    0      69.66      46.72      67.97      45.81    0      1      0      0          0
   311       3101    1    0      69.66      46.72      69.47      48.18    0      1      0      0          0
   311       3101    2    0      69.66      46.72      69.52      46.83    0      1      0      0          0
   311       3101    3    0      69.66      46.72      69.78      46.88    0      1      0      0          0
   312       3111    0    0      69.66      46.72      69.65      46.56    0      1      0      0          0
   312       3111    1    0      69.66      46.72      69.45      47.28    0      1      0      0          0
   312       3111    2    0      69.66      46.72      69.51       46.7    0      1      0      0          0
   312       3111    3    0      69.66      46.72      69.84      46.87    0      1      0      0          0
   313       3121    0    0       71.3      47.34      70.89      47.43    0      1      0      0          0
   313       3121    1    0       71.3      47.34      70.86      47.49    0      1      0      0          0
   313       3121    2    0       71.3      47.34      71.78       47.9    0      1      0      0          0
   313       3121    3    0       71.3      47.34      70.83      46.99    0      1      0      0          0
   314       3131    0    0       71.3      47.34       71.3       46.9    0      1      0      0          0
   314       3131    1    0       71.3      47.34      71.67      46.68    0      1      0      0          0
   314       3131    2    0       71.3      47.34      70.98       47.3    0      1      0      0          0
   314       3131    3    0       71.3      47.34      71.58      47.42    0      1      0      0          0
   315       3141    0    0      71.98      47.76      72.11      48.51    0      1      0      0          0
   315       3141    1    0      71.98      47.76      72.04      48.44    0      1      0      0          0
   315       3141    2    0      71.98      47.76      73.66      49.08    0      1      0      0          0
   315       3141    3    0      71.98      47.76       70.4      46.96    0      1      0      0          0
   316       3151    0    0      71.98      47.76      72.48      48.48    0      1      0      0          0
   316       3151    1    0      71.98      47.76      71.74      49.13    0      1      0      0          0
   316       3151    2    0      71.98      47.76      73.15      46.89    0      1      0      0          0
   316       3151    3    0      71.98      47.76      71.44      47.89    0      1      0      0          0
   317       3161    0    0      72.76      48.05      72.57      47.58    0      1      0      0          0
   317       3161    1    0      72.76      48.05      74.29      48.55    0      1      0      0          0
   317       3161    2    0      72.76      48.05      72.34      48.25    0      1      0      0          0
   317       3161    3    0      72.76      48.05      73.29      48.45    0      1      0      0          0
   318       3171    0    0      72.76      48.05       72.2      49.53    0      1      0      0          0
   318       3171    1    0      72.76      48.05      73.38      46.45    0      1      0      0          0
   318       3171    2    0      72.76      48.05       72.6      47.36    0      1      0      0          0
   318       3171    3    0      72.76      48.05      73.44      48.46    0      1      0      0          0
   319       3181    0    0      73.53       48.6      73.53      48.52    0      1      0      0          0
   319       3181    1    0      73.53       48.6      73.82      48.52    0      1      0      0          0
   319       3181    2    0      73.53       48.6      73.89      49.17    0      1      0      0          0
   319       3181    3    0      73.53       48.6      74.47      47.77    0      1      0      0          0
   320       3191    0    0      73.53       48.6      72.63      48.03    0      1      0      0          0
   320       3191    1    0      73.53       48.6      73.38      48.75    0      1      0      0          0
   320       3191    2    0      73.53       48.6      73.55      47.48    0      1      0      0          0
   320       3191    3    0      73.53       48.6      73.82      48.95    0      1      0      0          0
   321       3201    0    0      73.99      48.95      72.86      49.19    0      1      0      0          0
   321       3201    1    0      73.99      48.95      75.27      48.57    0      1      0      0          0
   321       3201    2    0      73.99      48.95      73.63      49.26    0      1      0      0          0
   321       3201    3    0      73.99      48.95      73.55      48.94    0      1      0      0          0
   322       3211    0    0      73.99      48.95      73.86      49.28    0      1      0      0          0
   322       3211    1    0      73.99      48.95      74.08      49.36    0      1      0      0          0
   322       3211    2    0      73.99      48.95      73.59      48.94    0      1      0      0          0
   322       3211    3    0      73.99      48.95      74.94      49.52    0      1      0      0          0
   323       3221    0    0      74.91      49.32      75.21      50.02    0      1      0      0          0
   323       3221    1    0      74.91      49.32      75.42      49.01    0      1      0      0          0
   323       3221    2    0      74.91      49.32         75      48.87    0      1      0      0          0
   323       3221    3    0      74.91      49.32      75.41      49.03    0      1      0      0          0
   324       3231    0    0      74.91      49.32      75.63      49.51    0      1      0      0          0
   324       3231    1    0      74.91      49.32      74.97       49.2    0      1      0      0          0
   324       3231    2    0      74.91      49.32      74.65      49.25    0      1      0      0          0
   324       3231    3    0      74.91      49.32      74.74      49.45    0      1      0      0          0
   325       3241    0    0      75.38      49.85       74.8      49.31    0      1      0      0          0
   325       3241    1    0      75.38      49.85      75.39      50.21    0      1      0      0          0
   325       3241    2    0      75.38      49.85      75.07      49.68    0      1      0      0          0
   325       3241    3    0      75.38      49.85      75.57      49.02    0      1      0      0          0
   326       3251    0    0      75.38      49.85      75.19      49.41    0      1      0      0          0
   326       3251    1    0      75.38      49.85      75.29      50.36    0      1      0      0          0
   326       3251    2    0      75.38      49.85      75.43      49.73    0      1      0      0          0
   326       3251    3    0      75.38      49.85      75.42      49.22    0      1      0      0          0
   327       3261    0    0      75.82      50.51      75.91      51.51    0      1      0      0          0
   327       3261    1    0      75.82      50.51      77.24      51.46    0      1      0      0          0
   327       3261    2    0      75.82      50.51      76.32      51.06    0      1      0      0          0
   327       3261    3    0      75.82      50.51      75.55      50.63    0      1      0      0          0
   328       3271    0    0      75.82      50.51      76.39      50.89    0      1      0      0          0
   328       3271    1    0      75.82      50.51      76.19      49.65    0      1      0      0          0
   328       3271    2    0      75.82      50.51       76.5      50.56    0      1      0      0          0
   328       3271    3    0      75.82      50.51      75.04      51.41    0      1      0      0          0
   329       3281    0    0      76.36      51.03       75.9      51.27    0      1      0      0          0
   329       3281    1    0      76.36      51.03      77.71      51.12    0      1      0      0          0
   329       3281    2    0      76.36      51.03      76.97      51.95    0      1      0      0          0
   329       3281    3    0      76.36      51.03      75.54      51.39    0      1      0      0          0
   330       3291    0    0      76.36      51.03      75.83      51.47    0      1      0      0          0
   330       3291    1    0      76.36      51.03      76.97       51.1    0      1      0      0          0
   330       3291    2    0      76.36      51.03      77.59      50.19    0      1      0      0          0
   330       3291    3    0      76.36      51.03      77.44      50.92    0      1      0      0          0
   331       3301    0    0      77.15      51.42      76.78      51.14    0      1      0      0          0
   331       3301    1    0      77.15      51.42      76.99      50.91    0      1      0      0          0
   331       3301    2    0      77.15      51.42      77.51      51.47    0      1      0      0          0
   331       3301    3    0      77.15      51.42      77.01      51.42    0      1      0      0          0
   332       3311    0    0      77.15      51.42      76.04      51.76    0      1      0      0          0
   332       3311    1    0      77.15      51.42      77.63      51.45    0      1      0      0          0
   332       3311    2    0      77.15      51.42      77.18      50.74    0      1      0      0          0
   332       3311    3    0      77.15      51.42      78.49      51.62    0      1      0      0          0
   333       3321    0    0      77.63       51.9      77.17      52.22    0      1      0      0          0
   333       3321    1    0      77.63       51.9      77.83      53.09    0      1      0      0          0
   333       3321    2    0      77.63       51.9      77.75       51.8    0      1      0      0          0
   333       3321    3    0      77.63       51.9      77.92      51.14    0      1      0      0          0
   334       3331    0    0      77.63       51.9      75.65      49.94    0      1      0      0          0
   334       3331    1    0      77.63       51.9      77.67      51.46    0      1      0      0          0
   334       3331    2    0      77.63       51.9      77.09      52.49    0      1      0      0          0
   334       3331    3    0      77.63       51.9      77.49      51.86    0      1      0      0          0
   335       3341    0    0      78.48       52.5      78.77      52.72    0      1      0      0          0
   335       3341    1    0      78.48       52.5      78.12       52.7    0      1      0      0          0
   335       3341    2    0      78.48       52.5      78.79      52.46    0      1      0      0          0
   335       3341    3    0      78.48       52.5       78.5      52.41    0      1      0      0          0
   336       3351    0    0      78.48       52.5      78.71      52.64    0      1      0      0          0
   336       3351    1    0      78.48       52.5      78.98      52.35    0      1      0      0          0
   336       3351    2    0      78.48       52.5      78.91      53.12    0      1      0      0          0
   336       3351    3    0      78.48       52.5      78.67      52.12    0      1      0      0          0
   337       3361    0    0      79.05      52.74       78.8      51.37    0      1      0      0          0
   337       3361    1    0      79.05      52.74      78.69       53.5    0      1      0      0          0
   337       3361    2    0      79.05      52.74      79.13       52.2    0      1      0      0          0
   337       3361    3    0      79.05      52.74      78.81      52.36    0      1      0      0          0
   338       3371    0    0      79.05      52.74      78.12      52.32    0      1      0      0          0
   338       3371    1    0      79.05      52.74       78.9      52.22    0      1      0      0          0
   338       3371    2    0      79.05      52.74      78.98      52.81    0      1      0      0          0
   338       3371    3    0      79.05      52.74      78.99      52.17    0      1      0      0          0
   339       3381    0    0      79.46      52.99      80.28       53.5    0      1      0      0          0
   339       3381    1    0      79.46      52.99      78.38      52.39    0      1      0      0          0
   339       3381    2    0      79.46      52.99       79.8      52.72    0      1      0      0          0
   339       3381    3    0      79.46      52.99      79.14      52.82    0      1      0      0          0
   340       3391    0    0      79.46      52.99       79.6      52.53    0      1      0      0          0
   340       3391    1    0      79.46      52.99      78.02      51.89    0      1      0      0          0
   340       3391    2    0      79.46      52.99      79.23      52.95    0      1      0      0          0
   340       3391    3    0      79.46      52.99      79.25      52.97    0      1      0      0          0
   341       3401    0    0      80.17      53.25      81.22      53.14    0      1      0      0          0
   341       3401    1    0      80.17      53.25      80.15      52.85    0      1      0      0          0
   341       3401    2    0      80.17      53.25      78.76      53.91    0      1      0      0          0
   341       3401    3    0      80.17      53.25      81.09      52.46    0      1      0      0          0
   342       3411    0    0      80.17      53.25      79.95      53.85    0      1      0      0          0
   342       3411    1    0      80.17      53.25      79.82      54.04    0      1      0      0          0
   342       3411    2    0      80.17      53.25      79.49      53.99    0      1      0      0          0
   342       3411    3    0      80.17      53.25      80.14      53.36    0      1      0      0          0
   343       3421    0    0      80.94      53.77      81.23      54.01    0      1      0      0          0
   343       3421    1    0      80.94      53.77      80.94       53.4    0      1      0      0          0
   343       3421    2    0      80.94      53.77      81.27      53.62    0      1      0      0          0
   343       3421    3    0      80.94      53.77      79.85      53.14    0      1      0      0          0
   344       3431    0    0      80.94      53.77      81.74      54.37    0      1      0      0          0
   344       3431    1    0      80.94      53.77       81.6      53.77    0      1      0      0          0
   344       3431    2    0      80.94      53.77      81.35      53.46    0      1      0      0          0
   344       3431    3    0      80.94      53.77      81.22      54.82    0      1      0      0          0
   345       3441    0    0      81.38      54.01      81.64      54.32    0      1      0      0          0
   345       3441    1    0      81.38      54.01      81.07      53.42    0      1      0      0          0
   345       3441    2    0      81.38      54.01         82       54.1    0      1      0      0          0
   345       3441    3    0      81.38      54.01      80.18      53.53    0      1      0      0          0
   346       3451    0    0      81.38      54.01      81.19      54.65    0      1      0      0          0
   346       3451    1    0      81.38      54.01      81.38      53.76    0      1      0      0          0
   346       3451    2    0      81.38      54.01      82.32      54.38    0      1      0      0          0
   346       3451    3    0      81.38      54.01      82.67      53.54    0      1      0      0          0
   347       3461    0    0      82.18      54.58      81.13      55.41    0      1      0      0          0
   347       3461    1    0      82.18      54.58      82.44      55.22    0      1      0      0          0
   347       3461    2    0      82.18      54.58      82.77      54.52    0      1      0      0          0
   347       3461    3    0      82.18      54.58      82.47      54.85    0      1      0      0          0
   348       3471    0    0      82.18      54.58      81.76      53.66    0      1      0      0          0
   348       3471    1    0      82.18      54.58      82.77      54.43    0      1      0      0          0
   348       3471    2    0      82.18      54.58       82.1      54.67    0      1      0      0          0
   348       3471    3    0      82.18      54.58      82.37      54.45    0      1      0      0          0
   349       3481    0    0      82.85      55.09      83.44      54.91    0      1      0      0          0
   349       3481    1    0      82.85      55.09      82.35      55.55    0      1      0      0          0
   349       3481    2    0      82.85      55.09      83.28      54.85    0      1      0      0          0
   349       3481    3    0      82.85      55.09      82.36      55.05    0      1      0      0          0
   350       3491    0    0      82.85      55.09      82.96      54.87    0      1      0      0          0
   350       3491    1    0      82.85      55.09      82.88      55.28    0      1      0      0          0
   350       3491    2    0      82.85      55.09      83.18      54.43    0      1      0      0          0
   350       3491    3    0      82.85      55.09      82.19      55.28    0      1      0      0          0
   351       3501    0    0      83.65      55.39      83.31      55.34    0      1      0      0          0
   351       3501    1    0      83.65      55.39      82.45      55.67    0      1      0      0          0
   351       3501    2    0      83.65      55.39      85.14      56.29    0      1      0      0          0
   351       3501    3    0      83.65      55.39      83.65      55.58    0      1      0      0          0
   352       3511    0    0      83.65      55.39      84.19      56.27    0      1      0      0          0
   352       3511    1    0      83.65      55.39      85.03      55.74    0      1      0      0          0
   352       3511    2    0      83.65      55.39      85.55      55.36    0      1      0      0          0
   352       3511    3    0      83.65      55.39      83.87      54.63    0      1      0      0          0
   353       3521    0    0      84.27      55.82      84.04      56.06    0      1      0      0          0
   353       3521    1    0      84.27      55.82      84.68      55.36    0      1      0      0          0
   353       3521    2    0      84.27      55.82      83.95      55.93    0      1      0      0          0
   353       3521    3    0      84.27      55.82      84.16      55.29    0      1      0      0          0
   354       3531    0    0      84.27      55.82       84.1      56.04    0      1      0      0          0
   354       3531    1    0      84.27      55.82      84.93      56.31    0      1      0      0          0
   354       3531    2    0      84.27      55.82      83.57      55.32    0      1      0      0          0
   354       3531    3    0      84.27      55.82      83.69      56.12    0      1      0      0          0
   355       3541    0    0      84.69       56.3      84.89      56.22    0      1      0      0          0
   355       3541    1    0      84.69       56.3      85.47       57.8    0      1      0      0          0
   355       3541    2    0      84.69       56.3      83.36      58.25    0      1      0      0          0
   355       3541    3    0      84.69       56.3      84.89      56.56    0      1      0      0          0
   356       3551    0    0      84.69       56.3      84.62      56.63    0      1      0      0          0
   356       3551    1    0      84.69       56.3       85.3      56.25    0      1      0      0          0
   356       3551    2    0      84.69       56.3      84.34      56.12    0      1      0      0          0
   356       3551    3    0      84.69       56.3      83.25      56.22    0      1      0      0          0
   357       3561    0    0      85.51      56.88      84.03         57    0      1      0      0          0
   357       3561    1    0      85.51      56.88      85.65      56.77    0      1      0      0          0
   357       3561    2    0      85.51      56.88       85.8      56.56    0      1      0      0          0
   357       3561    3    0      85.51      56.88      85.71      56.85    0      1      0      0          0
   358       3571    0    0      85.51      56.88      85.44      57.43    0      1      0      0          0
   358       3571    1    0      85.51      56.88      85.74      56.86    0      1      0      0          0
   358       3571    2    0      85.51      56.88      84.56       56.9    0      1      0      0          0
   358       3571    3    0      85.51      56.88      85.86      56.76    0      1      0      0          0
   359       3581    0    0      86.28       57.4      86.84       56.7    0      1      0      0          0
   359       3581    1    0      86.28       57.4       86.5      57.55    0      1      0      0          0
   359       3581    2    0      86.28       57.4      84.47      57.14    0      1      0      0          0
   359       3581    3    0      86.28       57.4      87.02      57.93    0      1      0      0          0
   360       3591    0    0      86.28       57.4      86.29      57.06    0      1      0      0          0
   360       3591    1    0      86.28       57.4      86.96      59.01    0      1      0      0          0
   360       3591    2    0      86.28       57.4      86.14      56.87    0      1      0      0          0
   360       3591    3    0      86.28       57.4      85.99      57.74    0      1      0      0          0
