k_step      t_sim  nID  pos    Ground Truth (x,y)    Prediction   (x,y)  tID  s0_OK  DMiss  TLost  in_e2e_delay
   199       1981    0    0       92.6      54.22      91.96      54.49    0      1      0      0          0
   199       1981    1    0       92.6      54.22      92.75      56.13    0      1      0      0          0
   199       1981    2    0       92.6      54.22      92.06      53.88    0      1      0      0          0
   199       1981    3    0       92.6      54.22      91.82      55.87    0      1      0      0          0
   200       1991    0    0       92.6      54.22      92.72       54.9    0      1      0      0          0
   200       1991    1    0       92.6      54.22      92.62      54.12    0      1      0      0          0
   200       1991    2    0       92.6      54.22      92.33      52.98    0      1      0      0          0
   200       1991    3    0       92.6      54.22      93.25      54.84    0      1      0      0          0
   201       2001    0    0         93      54.75      92.75      55.21    0      1      0      0          0
   201       2001    1    0         93      54.75      94.48      54.51    0      1      0      0          0
   201       2001    2    0         93      54.75      92.21       54.3    0      1      0      0          0
   201       2001    3    0         93      54.75      93.85      54.25    0      1      0      0          0
   202       2011    0    0         93      54.75       92.8      54.43    0      1      0      0          0
   202       2011    1    0         93      54.75       92.9      54.89    0      1      0      0          0
   202       2011    2    0         93      54.75      92.37      54.05    0      1      0      0          0
   202       2011    3    0         93      54.75      93.03       54.7    0      1      0      0          0
   203       2021    0    0      93.45      55.27      93.65      55.36    0      1      0      0          0
   203       2021    1    0      93.45      55.27      93.22      54.55    0      1      0      0          0
   203       2021    2    0      93.45      55.27      93.32       55.2    0      1      0      0          0
   203       2021    3    0      93.45      55.27      93.33      55.41    0      1      0      0          0
   204       2031    0    0      93.45      55.27      92.82      55.78    0      1      0      0          0
   204       2031    1    0      93.45      55.27      93.45       54.8    0      1      0      0          0
   204       2031    2    0      93.45      55.27      92.23      54.95    0      1      0      0          0
   204       2031    3    0      93.45      55.27      93.82      55.38    0      1      0      0          0
   205       2041    0    0      94.14      55.89      94.46      55.36    0      1      0      0          0
   205       2041    1    0      94.14      55.89      93.76      56.62    0      1      0      0          0
   205       2041    2    0      94.14      55.89      93.31      55.56    0      1      0      0          0
   205       2041    3    0      94.14      55.89      94.24       56.3    0      1      0      0          0
   206       2051    0    0      94.14      55.89      94.76      54.95    0      1      0      0          0
   206       2051    1    0      94.14      55.89      96.03      57.39    0      1      0      0          0
   206       2051    2    0      94.14      55.89       94.6         57    0      1      0      0          0
   206       2051    3    0      94.14      55.89      93.39      55.72    0      1      0      0          0
   207       2061    0    0      94.49      56.08      94.19      54.92    0      1      0      0          0
   207       2061    1    0      94.49      56.08      92.54      55.23    0      1      0      0          0
   207       2061    2    0      94.49      56.08       94.5      56.16    0      1      0      0          0
   207       2061    3    0      94.49      56.08      92.53      56.84    0      1      0      0          0
   208       2071    0    0      94.49      56.08       94.8      56.19    0      1      0      0          0
   208       2071    1    0      94.49      56.08      96.05      54.72    0      1      0      0          0
   208       2071    2    0      94.49      56.08      94.95      56.95    0      1      0      0          0
   208       2071    3    0      94.49      56.08      92.55       57.5    0      1      0      0          0
   209       2081    0    0      95.18      56.59      96.23       55.9    0      1      0      0          0
   209       2081    1    0      95.18      56.59      94.99      56.78    0      1      0      0          0
   209       2081    2    0      95.18      56.59      95.54      56.14    0      1      0      0          0
   209       2081    3    0      95.18      56.59      95.13      57.74    0      1      0      0          0
   210       2091    0    0      95.18      56.59      95.09         57    0      1      0      0          0
   210       2091    1    0      95.18      56.59      95.73      56.02    0      1      0      0          0
   210       2091    2    0      95.18      56.59      95.28      56.32    0      1      0      0          0
   210       2091    3    0      95.18      56.59      94.93      56.08    0      1      0      0          0
   211       2101    0    0       95.9      56.89      95.72      56.77    0      1      0      0          0
   211       2101    1    0       95.9      56.89       96.1      55.86    0      1      0      0          0
   211       2101    2    0       95.9      56.89      96.59      57.66    0      1      0      0          0
   211       2101    3    0       95.9      56.89      96.27      57.49    0      1      0      0          0
   212       2111    0    0       95.9      56.89      97.76      57.12    0      1      0      0          0
   212       2111    1    0       95.9      56.89         96      57.29    0      1      0      0          0
   212       2111    2    0       95.9      56.89      97.61      56.98    0      1      0      0          0
   212       2111    3    0       95.9      56.89      96.23      56.45    0      1      0      0          0
   213       2121    0    0      96.33       57.5      96.53      57.64    0      1      0      0          0
   213       2121    1    0      96.33       57.5      96.23      57.51    0      1      0      0          0
   213       2121    2    0      96.33       57.5      95.93      57.61    0      1      0      0          0
   213       2121    3    0      96.33       57.5      96.03       57.8    0      1      0      0          0
   214       2131    0    0      96.33       57.5         96       57.3    0      1      0      0          0
   214       2131    1    0      96.33       57.5       95.4       58.7    0      1      0      0          0
   214       2131    2    0      96.33       57.5      94.78      59.23    0      1      0      0          0
   214       2131    3    0      96.33       57.5      96.39       57.3    0      1      0      0          0
   215       2141    0    0      96.99      57.87      97.54       57.8    0      1      0      0          0
   215       2141    1    0      96.99      57.87       96.1      57.67    0      1      0      0          0
   215       2141    2    0      96.99      57.87      97.06      58.32    0      1      0      0          0
   215       2141    3    0      96.99      57.87       97.5      57.78    0      1      0      0          0
   216       2151    0    0      96.99      57.87      97.95      59.71    0      1      0      0          0
   216       2151    1    0      96.99      57.87      96.87      57.47    0      1      0      0          0
   216       2151    2    0      96.99      57.87      97.14      59.58    0      1      0      0          0
   216       2151    3    0      96.99      57.87      97.45      57.91    0      1      0      0          0
   217       2161    0    0      97.61       58.2      97.33       58.9    0      1      0      0          0
   217       2161    1    0      97.61       58.2      97.58      58.03    0      1      0      0          0
   217       2161    2    0      97.61       58.2      97.42      57.92    0      1      0      0          0
   217       2161    3    0      97.61       58.2       97.3      58.06    0      1      0      0          0
   218       2171    0    0      97.61       58.2      97.13      58.42    0      1      0      0          0
   218       2171    1    0      97.61       58.2      96.08       57.3    0      1      0      0          0
   218       2171    2    0      97.61       58.2      98.18      57.73    0      1      0      0          0
   218       2171    3    0      97.61       58.2      98.13      58.49    0      1      0      0          0
   219       2181    0    0      98.36      58.37      98.19      58.18    0      1      0      0          0
   219       2181    1    0      98.36      58.37      98.39      58.17    0      1      0      0          0
   219       2181    2    0      98.36      58.37      98.45      57.77    0      1      0      0          0
   219       2181    3    0      98.36      58.37       98.4      58.22    0      1      0      0          0
   220       2191    0    0      98.36      58.37      99.39      59.52    0      1      0      0          0
   220       2191    1    0      98.36      58.37      97.36      58.38    0      1      0      0          0
   220       2191    2    0      98.36      58.37      98.77      59.17    0      1      0      0          0
   220       2191    3    0      98.36      58.37       99.7      58.17    0      1      0      0          0
   221       2201    0    0      98.81      58.76      99.01       58.8    0      1      0      0          0
   221       2201    1    0      98.81      58.76      97.56      58.73    0      1      0      0          0
   221       2201    2    0      98.81      58.76      98.43      58.39    0      1      0      0          0
   221       2201    3    0      98.81      58.76      99.04      58.69    0      1      0      0          0
   222       2211    0    0      98.81      58.76      98.62      58.45    0      1      0      0          0
   222       2211    1    0      98.81      58.76      99.18      58.74    0      1      0      0          0
   222       2211    2    0      98.81      58.76       98.3      58.51    0      1      0      0          0
   222       2211    3    0      98.81      58.76      100.6      57.79    0      1      0      0          0
   223       2221    0    0      99.26         59      99.33      59.29    0      1      0      0          0
   223       2221    1    0      99.26         59        101      58.27    0      1      0      0          0
   223       2221    2    0      99.26         59      99.07      59.41    0      1      0      0          0
   223       2221    3    0      99.26         59      99.15      58.72    0      1      0      0          0
   224       2231    0    0      99.26         59      100.8      58.08    0      1      0      0          0
   224       2231    1    0      99.26         59      99.96      58.96    0      1      0      0          0
   224       2231    2    0      99.26         59      98.77      58.52    0      1      0      0          0
   224       2231    3    0      99.26         59       99.1       58.5    0      1      0      0          0
   225       2241    0    0      99.35       59.3      99.39      59.28    0      1      0      0          0
   225       2241    1    0      99.35       59.3      99.24      59.57    0      1      0      0          0
   225       2241    2    0      99.35       59.3      99.76      59.19    0      1      0      0          0
   225       2241    3    0      99.35       59.3       99.4      59.53    0      1      0      0          0
   226       2251    0    0      99.35       59.3       99.4       59.9    0      1      0      0          0
   226       2251    1    0      99.35       59.3      99.29      57.85    0      1      0      0          0
   226       2251    2    0      99.35       59.3      99.05      59.01    0      1      0      0          0
   226       2251    3    0      99.35       59.3      99.24       59.7    0      1      0      0          0
   227       2261    0    0      99.45      59.58      99.35      59.59    0      1      0      0          0
   227       2261    1    0      99.45      59.58      100.1      59.96    0      1      0      0          0
   227       2261    2    0      99.45      59.58      100.9      60.95    0      1      0      0          0
   227       2261    3    0      99.45      59.58      99.65      59.33    0      1      0      0          0
   228       2271    0    0      99.45      59.58      100.4      59.01    0      1      0      0          0
   228       2271    1    0      99.45      59.58      99.94      59.99    0      1      0      0          0
   228       2271    2    0      99.45      59.58      98.15      59.96    0      1      0      0          0
   228       2271    3    0      99.45      59.58        100       59.2    0      1      0      0          0
   229       2281    0    0      99.98      59.91      101.4      58.18    0      1      0      0          0
   229       2281    1    0      99.98      59.91      100.2      60.03    0      1      0      0          0
   229       2281    2    0      99.98      59.91      99.79      59.82    0      1      0      0          0
   229       2281    3    0      99.98      59.91      100.1      60.17    0      1      0      0          0
   230       2291    0    0      99.98      59.91      99.24      59.58    0      1      0      0          0
   230       2291    1    0      99.98      59.91       99.8      61.02    0      1      0      0          0
   230       2291    2    0      99.98      59.91      100.4      61.06    0      1      0      0          0
   230       2291    3    0      99.98      59.91      100.5      59.94    0      1      0      0          0
   231       2301    0    0      100.1      60.33      99.96       59.4    0      1      0      0          0
   231       2301    1    0      100.1      60.33      100.3      60.58    0      1      0      0          0
   231       2301    2    0      100.1      60.33      99.95      60.31    0      1      0      0          0
   231       2301    3    0      100.1      60.33      100.1       60.4    0      1      0      0          0
   232       2311    0    0      100.1      60.33      99.35      60.63    0      1      0      0          0
   232       2311    1    0      100.1      60.33      99.12      60.55    0      1      0      0          0
   232       2311    2    0      100.1      60.33      100.3      60.37    0      1      0      0          0
   232       2311    3    0      100.1      60.33      99.46      60.34    0      1      0      0          0
   233       2321    0    0      100.4      60.63      100.7      61.14    0      1      0      0          0
   233       2321    1    0      100.4      60.63      102.2      62.38    0      1      0      0          0
   233       2321    2    0      100.4      60.63      100.2      60.42    0      1      0      0          0
   233       2321    3    0      100.4      60.63      100.4      59.76    0      1      0      0          0
   234       2331    0    0      100.4      60.63      100.6      60.74    0      1      0      0          0
   234       2331    1    0      100.4      60.63      99.95      60.86    0      1      0      0          0
   234       2331    2    0      100.4      60.63      99.73      60.03    0      1      0      0          0
   234       2331    3    0      100.4      60.63      100.3       60.7    0      1      0      0          0
   235       2341    0    0      98.94      60.98      98.89      61.25    0      1      0      0          0
   235       2341    1    0      98.94      60.98      99.48      59.77    0      1      0      0          0
   235       2341    2    0      98.94      60.98      98.59      60.87    0      1      0      0          0
   235       2341    3    0      98.94      60.98      98.99       60.8    0      1      0      0          0
   236       2351    0    0      98.94      60.98      98.54      60.22    0      1      0      0          0
   236       2351    1    0      98.94      60.98      98.12      61.25    0      1      0      0          0
   236       2351    2    0      98.94      60.98      98.63      60.93    0      1      0      0          0
   236       2351    3    0      98.94      60.98      98.74      60.88    0      1      0      0          0
   237       2361    0    0      97.42      61.12      98.04      61.26    0      1      0      0          0
   237       2361    1    0      97.42      61.12       95.9      61.39    0      1      0      0          0
   237       2361    2    0      97.42      61.12      97.38      61.82    0      1      0      0          0
   237       2361    3    0      97.42      61.12      96.32      60.53    0      1      0      0          0
   238       2371    0    0      97.42      61.12      98.03      61.14    0      1      0      0          0
   238       2371    1    0      97.42      61.12      97.84      60.71    0      1      0      0          0
   238       2371    2    0      97.42      61.12       97.3      61.03    0      1      0      0          0
   238       2371    3    0      97.42      61.12      97.29      60.77    0      1      0      0          0
   239       2381    0    0      95.95      61.36      95.39      61.89    0      1      0      0          0
   239       2381    1    0      95.95      61.36       96.1      62.29    0      1      0      0          0
   239       2381    2    0      95.95      61.36      95.75      60.96    0      1      0      0          0
   239       2381    3    0      95.95      61.36      95.55       61.5    0      1      0      0          0
   240       2391    0    0      95.95      61.36      95.88      60.75    0      1      0      0          0
   240       2391    1    0      95.95      61.36      96.68      62.29    0      1      0      0          0
   240       2391    2    0      95.95      61.36      94.86      61.64    0      1      0      0          0
   240       2391    3    0      95.95      61.36      96.41      61.32    0      1      0      0          0
   241       2401    0    0      94.35      61.34      94.74      62.26    0      1      0      0          0
   241       2401    1    0      94.35      61.34      93.88      61.59    0      1      0      0          0
   241       2401    2    0      94.35      61.34      93.91      61.21    0      1      0      0          0
   241       2401    3    0      94.35      61.34      95.05      61.55    0      1      0      0          0
   242       2411    0    0      94.35      61.34      93.73       61.3    0      1      0      0          0
   242       2411    1    0      94.35      61.34      93.98      61.18    0      1      0      0          0
   242       2411    2    0      94.35      61.34      94.69      60.96    0      1      0      0          0
   242       2411    3    0      94.35      61.34      93.74      61.44    0      1      0      0          0
   243       2421    0    0      92.55      61.46      92.61       62.2    0      1      0      0          0
   243       2421    1    0      92.55      61.46      93.23      60.97    0      1      0      0          0
   243       2421    2    0      92.55      61.46      91.89       61.6    0      1      0      0          0
   243       2421    3    0      92.55      61.46      93.15      61.32    0      1      0      0          0
   244       2431    0    0      92.55      61.46       92.6      62.01    0      1      0      0          0
   244       2431    1    0      92.55      61.46      93.35      60.97    0      1      0      0          0
   244       2431    2    0      92.55      61.46      92.84         61    0      1      0      0          0
   244       2431    3    0      92.55      61.46      92.33      61.07    0      1      0      0          0
   245       2441    0    0      90.89       61.6       90.7       61.6    0      1      0      0          0
   245       2441    1    0      90.89       61.6      91.64      61.16    0      1      0      0          0
   245       2441    2    0      90.89       61.6      91.34      61.57    0      1      0      0          0
   245       2441    3    0      90.89       61.6      90.95      61.93    0      1      0      0          0
   246       2451    0    0      90.89       61.6      90.93      61.59    0      1      0      0          0
   246       2451    1    0      90.89       61.6      92.24      60.63    0      1      0      0          0
   246       2451    2    0      90.89       61.6      91.26      61.36    0      1      0      0          0
   246       2451    3    0      90.89       61.6      91.22      61.82    0      1      0      0          0
   247       2461    0    0      89.47      60.19      89.06      60.16    0      1      0      0          0
   247       2461    1    0      89.47      60.19      89.48      59.99    0      1      0      0          0
   247       2461    2    0      89.47      60.19      89.54      60.02    0      1      0      0          0
   247       2461    3    0      89.47      60.19      89.01      60.62    0      1      0      0          0
   248       2471    0    0      89.47      60.19      89.03      60.33    0      1      0      0          0
   248       2471    1    0      89.47      60.19      89.44      60.34    0      1      0      0          0
   248       2471    2    0      89.47      60.19      89.58      59.95    0      1      0      0          0
   248       2471    3    0      89.47      60.19      89.23      59.76    0      1      0      0          0
   249       2481    0    0       87.8      58.89      87.65      58.87    0      1      0      0          0
   249       2481    1    0       87.8      58.89      88.35      58.78    0      1      0      0          0
   249       2481    2    0       87.8      58.89      88.08      58.71    0      1      0      0          0
   249       2481    3    0       87.8      58.89      87.27      59.54    0      1      0      0          0
   250       2491    0    0       87.8      58.89         88      58.87    0      1      0      0          0
   250       2491    1    0       87.8      58.89         88      58.92    0      1      0      0          0
   250       2491    2    0       87.8      58.89      86.88       58.5    0      1      0      0          0
   250       2491    3    0       87.8      58.89      87.86      58.81    0      1      0      0          0
   251       2501    0    0      86.14      57.25      86.14      57.25    0      1      0      0          0
   251       2501    1    0      86.14      57.25      87.19      57.47    0      1      0      0          0
   251       2501    2    0      86.14      57.25      86.22      56.99    0      1      0      0          0
   251       2501    3    0      86.14      57.25      86.72       57.8    0      1      0      0          0
   252       2511    0    0      86.14      57.25      85.64      57.67    0      1      0      0          0
   252       2511    1    0      86.14      57.25      85.67      57.47    0      1      0      0          0
   252       2511    2    0      86.14      57.25       86.4      57.03    0      1      0      0          0
   252       2511    3    0      86.14      57.25      85.98      57.46    0      1      0      0          0
   253       2521    0    0      84.69      55.76      84.49      55.83    0      1      0      0          0
   253       2521    1    0      84.69      55.76      84.93      55.71    0      1      0      0          0
   253       2521    2    0      84.69      55.76      84.12      54.02    0      1      0      0          0
   253       2521    3    0      84.69      55.76      85.91      55.25    0      1      0      0          0
   254       2531    0    0      84.69      55.76      84.39      55.38    0      1      0      0          0
   254       2531    1    0      84.69      55.76      84.45      56.04    0      1      0      0          0
   254       2531    2    0      84.69      55.76      83.98      54.32    0      1      0      0          0
   254       2531    3    0      84.69      55.76      84.56      55.49    0      1      0      0          0
   255       2541    0    0      82.86      53.99      84.16      53.75    0      1      0      0          0
   255       2541    1    0      82.86      53.99      82.84      54.07    0      1      0      0          0
   255       2541    2    0      82.86      53.99      83.36      53.74    0      1      0      0          0
   255       2541    3    0      82.86      53.99      82.63      53.34    0      1      0      0          0
   256       2551    0    0      82.86      53.99      82.61       54.1    0      1      0      0          0
   256       2551    1    0      82.86      53.99      82.64      54.01    0      1      0      0          0
   256       2551    2    0      82.86      53.99      82.18      54.38    0      1      0      0          0
   256       2551    3    0      82.86      53.99      83.05      54.19    0      1      0      0          0
   257       2561    0    0       81.1      52.63      80.38       52.8    0      1      0      0          0
   257       2561    1    0       81.1      52.63      81.35      52.86    0      1      0      0          0
   257       2561    2    0       81.1      52.63      81.15      52.63    0      1      0      0          0
   257       2561    3    0       81.1      52.63      82.42      52.99    0      1      0      0          0
   258       2571    0    0       81.1      52.63      79.63      53.23    0      1      0      0          0
   258       2571    1    0       81.1      52.63      81.06       52.9    0      1      0      0          0
   258       2571    2    0       81.1      52.63      81.62      52.28    0      1      0      0          0
   258       2571    3    0       81.1      52.63      81.89      52.31    0      1      0      0          0
   259       2581    0    0      79.42      51.26      78.83      50.97    0      1      0      0          0
   259       2581    1    0      79.42      51.26      80.15      51.85    0      1      0      0          0
   259       2581    2    0      79.42      51.26      79.07      51.34    0      1      0      0          0
   259       2581    3    0      79.42      51.26      79.35      51.81    0      1      0      0          0
   260       2591    0    0      79.42      51.26      79.13      51.03    0      1      0      0          0
   260       2591    1    0      79.42      51.26      79.29      51.53    0      1      0      0          0
   260       2591    2    0      79.42      51.26      79.47      51.32    0      1      0      0          0
   260       2591    3    0      79.42      51.26      79.62      50.88    0      1      0      0          0
   261       2601    0    0      77.86      49.44      77.29       48.7    0      1      0      0          0
   261       2601    1    0      77.86      49.44      78.09      49.71    0      1      0      0          0
   261       2601    2    0      77.86      49.44      78.93       49.3    0      1      0      0          0
   261       2601    3    0      77.86      49.44      77.04      49.01    0      1      0      0          0
   262       2611    0    0      77.86      49.44      77.79      49.82    0      1      0      0          0
   262       2611    1    0      77.86      49.44      77.95      49.32    0      1      0      0          0
   262       2611    2    0      77.86      49.44      78.01      49.47    0      1      0      0          0
   262       2611    3    0      77.86      49.44      77.74      49.31    0      1      0      0          0
   263       2621    0    0      76.14      47.78      75.55      47.65    0      1      0      0          0
   263       2621    1    0      76.14      47.78      77.14      47.73    0      1      0      0          0
   263       2621    2    0      76.14      47.78      76.52      47.59    0      1      0      0          0
   263       2621    3    0      76.14      47.78      76.93      48.47    0      1      0      0          0
   264       2631    0    0      76.14      47.78      76.35      48.01    0      1      0      0          0
   264       2631    1    0      76.14      47.78      76.07      48.01    0      1      0      0          0
   264       2631    2    0      76.14      47.78      76.53      47.95    0      1      0      0          0
   264       2631    3    0      76.14      47.78      77.04      47.01    0      1      0      0          0
   265       2641    0    0      74.57      46.05      74.75      45.37    0      1      0      0          0
   265       2641    1    0      74.57      46.05      74.85      46.14    0      1      0      0          0
   265       2641    2    0      74.57      46.05      74.24      46.14    0      1      0      0          0
   265       2641    3    0      74.57      46.05      73.22      44.49    0      1      0      0          0
   266       2651    0    0      74.57      46.05      74.08      46.03    0      1      0      0          0
   266       2651    1    0      74.57      46.05      74.77         46    0      1      0      0          0
   266       2651    2    0      74.57      46.05      73.57      45.73    0      1      0      0          0
   266       2651    3    0      74.57      46.05      74.44      46.01    0      1      0      0          0
   267       2661    0    0      73.06      44.53      74.78      45.82    0      1      0      0          0
   267       2661    1    0      73.06      44.53      73.46      44.11    0      1      0      0          0
   267       2661    2    0      73.06      44.53      72.94      44.74    0      1      0      0          0
   267       2661    3    0      73.06      44.53      73.62       44.2    0      1      0      0          0
   268       2671    0    0      73.06      44.53      73.47      44.41    0      1      0      0          0
   268       2671    1    0      73.06      44.53       72.9      43.76    0      1      0      0          0
   268       2671    2    0      73.06      44.53      71.74      46.43    0      1      0      0          0
   268       2671    3    0      73.06      44.53      72.59       44.2    0      1      0      0          0
   269       2681    0    0      71.25      42.88      71.36      43.11    0      1      0      0          0
   269       2681    1    0      71.25      42.88      71.18      42.94    0      1      0      0          0
   269       2681    2    0      71.25      42.88      70.77      42.65    0      1      0      0          0
   269       2681    3    0      71.25      42.88      71.08      43.27    0      1      0      0          0
   270       2691    0    0      71.25      42.88      71.49      42.87    0      1      0      0          0
   270       2691    1    0      71.25      42.88      71.23      42.97    0      1      0      0          0
   270       2691    2    0      71.25      42.88      71.66      40.99    0      1      0      0          0
   270       2691    3    0      71.25      42.88      69.78      44.62    0      1      0      0          0
   271       2701    0    0      69.87      41.48      69.65      40.87    0      1      0      0          0
   271       2701    1    0      69.87      41.48      69.75      41.37    0      1      0      0          0
   271       2701    2    0      69.87      41.48      70.02      40.77    0      1      0      0          0
   271       2701    3    0      69.87      41.48      70.17      40.53    0      1      0      0          0
   272       2711    0    0      69.87      41.48      69.94      41.77    0      1      0      0          0
   272       2711    1    0      69.87      41.48      69.55      40.72    0      1      0      0          0
   272       2711    2    0      69.87      41.48      69.57      41.98    0      1      0      0          0
   272       2711    3    0      69.87      41.48      70.24      42.42    0      1      0      0          0
   273       2721    0    0       68.1         41      68.01      40.96    0      1      0      0          0
   273       2721    1    0       68.1         41      68.32      40.86    0      1      0      0          0
   273       2721    2    0       68.1         41      68.61      42.27    0      1      0      0          0
   273       2721    3    0       68.1         41      69.97      40.49    0      1      0      0          0
   274       2731    0    0       68.1         41      68.38      40.32    0      1      0      0          0
   274       2731    1    0       68.1         41      67.76      40.73    0      1      0      0          0
   274       2731    2    0       68.1         41      69.18      40.58    0      1      0      0          0
   274       2731    3    0       68.1         41      69.29      41.26    0      1      0      0          0
   275       2741    0    0      67.83      42.74      66.91      42.85    0      1      0      0          0
   275       2741    1    0      67.83      42.74      67.62      42.69    0      1      0      0          0
   275       2741    2    0      67.83      42.74      67.14      43.34    0      1      0      0          0
   275       2741    3    0      67.83      42.74      66.03      40.76    0      1      0      0          0
   276       2751    0    0      67.83      42.74      68.13      42.08    0      1      0      0          0
   276       2751    1    0      67.83      42.74      67.84       42.5    0      1      0      0          0
   276       2751    2    0      67.83      42.74      67.51      41.76    0      1      0      0          0
   276       2751    3    0      67.83      42.74      67.78      42.61    0      1      0      0          0
   277       2761    0    0      67.49      41.85       67.9      41.46    0      1      0      0          0
   277       2761    1    0      67.49      41.85       67.9      41.88    0      1      0      0          0
   277       2761    2    0      67.49      41.85      66.92      42.75    0      1      0      0          0
   277       2761    3    0      67.49      41.85      68.16      41.28    0      1      0      0          0
   278       2771    0    0      67.49      41.85      66.82       41.7    0      1      0      0          0
   278       2771    1    0      67.49      41.85      67.17      41.77    0      1      0      0          0
   278       2771    2    0      67.49      41.85      68.27       42.2    0      1      0      0          0
   278       2771    3    0      67.49      41.85      67.55       41.6    0      1      0      0          0
   279       2781    0    0      67.05      41.04      67.19      41.49    0      1      0      0          0
   279       2781    1    0      67.05      41.04       65.4      42.53    0      1      0      0          0
   279       2781    2    0      67.05      41.04      66.85      41.37    0      1      0      0          0
   279       2781    3    0      67.05      41.04      67.15      40.98    0      1      0      0          0
   280       2791    0    0      67.05      41.04      67.07      40.85    0      1      0      0          0
   280       2791    1    0      67.05      41.04      66.19      42.05    0      1      0      0          0
   280       2791    2    0      67.05      41.04      67.43      40.45    0      1      0      0          0
   280       2791    3    0      67.05      41.04      66.69      40.82    0      1      0      0          0
   281       2801    0    0      66.37         41      66.59      40.74    0      1      0      0          0
   281       2801    1    0      66.37         41      66.62      41.24    0      1      0      0          0
   281       2801    2    0      66.37         41      66.11      40.82    0      1      0      0          0
   281       2801    3    0      66.37         41      66.54       41.7    0      1      0      0          0
   282       2811    0    0      66.37         41      67.07      41.84    0      1      0      0          0
   282       2811    1    0      66.37         41      66.17      41.84    0      1      0      0          0
   282       2811    2    0      66.37         41      66.43      41.51    0      1      0      0          0
   282       2811    3    0      66.37         41      65.45      40.62    0      1      0      0          0
   283       2821    0    0      65.81      41.52      65.42      41.14    0      1      0      0          0
   283       2821    1    0      65.81      41.52      66.32      41.46    0      1      0      0          0
   283       2821    2    0      65.81      41.52      67.02      39.64    0      1      0      0          0
   283       2821    3    0      65.81      41.52      66.43      41.38    0      1      0      0          0
   284       2831    0    0      65.81      41.52      66.19      40.84    0      1      0      0          0
   284       2831    1    0      65.81      41.52      65.67      41.02    0      1      0      0          0
   284       2831    2    0      65.81      41.52      64.66      42.15    0      1      0      0          0
   284       2831    3    0      65.81      41.52      66.74      41.31    0      1      0      0          0
   285       2841    0    0      65.22      42.44      64.42      43.33    0      1      0      0          0
   285       2841    1    0      65.22      42.44      64.73      42.18    0      1      0      0          0
   285       2841    2    0      65.22      42.44      64.47      42.07    0      1      0      0          0
   285       2841    3    0      65.22      42.44       65.2      42.92    0      1      0      0          0
   286       2851    0    0      65.22      42.44      65.24      42.59    0      1      0      0          0
   286       2851    1    0      65.22      42.44      65.09      40.91    0      1      0      0          0
   286       2851    2    0      65.22      42.44       65.3      42.71    0      1      0      0          0
   286       2851    3    0      65.22      42.44      64.46       42.8    0      1      0      0          0
   287       2861    0    0      64.48      42.66      63.04      43.94    0      1      0      0          0
   287       2861    1    0      64.48      42.66      64.68      42.74    0      1      0      0          0
   287       2861    2    0      64.48      42.66      65.15      42.74    0      1      0      0          0
   287       2861    3    0      64.48      42.66      64.38      42.72    0      1      0      0          0
   288       2871    0    0      64.48      42.66       66.1      43.05    0      1      0      0          0
   288       2871    1    0      64.48      42.66      64.41      41.86    0      1      0      0          0
   288       2871    2    0      64.48      42.66      63.92      42.82    0      1      0      0          0
   288       2871    3    0      64.48      42.66      64.73         43    0      1      0      0          0
   289       2881    0    0       63.9      42.88      64.95      42.08    0      1      0      0          0
   289       2881    1    0       63.9      42.88       63.1      41.25    0      1      0      0          0
   289       2881    2    0       63.9      42.88      61.99      43.42    0      1      0      0          0
   289       2881    3    0       63.9      42.88       63.9      42.52    0      1      0      0          0
   290       2891    0    0       63.9      42.88      63.91       43.4    0      1      0      0          0
   290       2891    1    0       63.9      42.88      63.97      42.32    0      1      0      0          0
   290       2891    2    0       63.9      42.88      64.49      43.05    0      1      0      0          0
   290       2891    3    0       63.9      42.88      63.98      42.16    0      1      0      0          0
   291       2901    0    0      63.62      43.15       63.9      42.83    0      1      0      0          0
   291       2901    1    0      63.62      43.15      63.27      42.11    0      1      0      0          0
   291       2901    2    0      63.62      43.15      63.69      42.55    0      1      0      0          0
   291       2901    3    0      63.62      43.15      63.82      43.22    0      1      0      0          0
   292       2911    0    0      63.62      43.15      63.99      42.65    0      1      0      0          0
   292       2911    1    0      63.62      43.15      62.73      42.84    0      1      0      0          0
   292       2911    2    0      63.62      43.15      63.38      42.58    0      1      0      0          0
   292       2911    3    0      63.62      43.15      64.11       43.5    0      1      0      0          0
   293       2921    0    0      63.07      43.26      63.61      42.72    0      1      0      0          0
   293       2921    1    0      63.07      43.26      62.37      42.81    0      1      0      0          0
   293       2921    2    0      63.07      43.26      62.37      43.52    0      1      0      0          0
   293       2921    3    0      63.07      43.26      62.91      43.58    0      1      0      0          0
   294       2931    0    0      63.07      43.26       63.4      43.32    0      1      0      0          0
   294       2931    1    0      63.07      43.26      64.05      44.33    0      1      0      0          0
   294       2931    2    0      63.07      43.26      62.66      42.96    0      1      0      0          0
   294       2931    3    0      63.07      43.26      62.62      43.36    0      1      0      0          0
   295       2941    0    0      62.35      43.62      62.23      43.41    0      1      0      0          0
   295       2941    1    0      62.35      43.62      61.74      43.03    0      1      0      0          0
   295       2941    2    0      62.35      43.62      62.97      43.87    0      1      0      0          0
   295       2941    3    0      62.35      43.62      63.04      43.78    0      1      0      0          0
   296       2951    0    0      62.35      43.62      62.65      43.73    0      1      0      0          0
