k_step      t_sim  nID    Ground Truth (x,y)    Prediction   (x,y)  tID  TLost      delay_A    dalay_B
   110       1091    0      86.36      58.02      86.51      57.78    0      0          0          0  
   110       1091    1      86.36      58.02      87.33       59.7    0      0          0          0  
   110       1091    2      86.36      58.02      85.81      57.68    0      0          0          0  
   110       1091    3      86.36      58.02      86.07      58.26    0      0          0          0  
   111       1101    0       87.7      56.55      87.95      56.36    0      0          0          0  
   111       1101    1       87.7      56.55      88.12      56.95    0      0          0          0  
   111       1101    2       87.7      56.55      87.64      57.12    0      0          0          0  
   111       1101    3       87.7      56.55      88.19      56.67    0      0          0          0  
   112       1111    0       87.7      56.55      88.03      57.45    0      0          0          0  
   112       1111    1       87.7      56.55      88.76      56.09    0      0          0          0  
   112       1111    2       87.7      56.55      87.52      56.75    0      0          0          0  
   112       1111    3       87.7      56.55      87.88      56.61    0      0          0          0  
   113       1121    0      89.16      55.04      89.04      56.41    0      0          0          0  
   113       1121    1      89.16      55.04      89.57      54.81    0      0          0          0  
   113       1121    2      89.16      55.04      90.18      53.89    0      0          0          0  
   113       1121    3      89.16      55.04      89.37      54.86    0      0          0          0  
   114       1131    0      89.16      55.04      89.42      54.57    0      0          0          0  
   114       1131    1      89.16      55.04      88.92      54.78    0      0          0          0  
   114       1131    2      89.16      55.04      89.04      55.52    0      0          0          0  
   114       1131    3      89.16      55.04      87.21      54.44    0      0          0          0  
   115       1141    0      90.28       53.7      88.47      54.71    0      0          0          0  
   115       1141    1      90.28       53.7      89.17      54.12    0      0          0          0  
   115       1141    2      90.28       53.7      90.76      53.29    0      0          0          0  
   115       1141    3      90.28       53.7      90.68       54.6    0      0          0          0  
   116       1151    0      90.28       53.7      90.71      54.21    0      0          0          0  
   116       1151    1      90.28       53.7      90.51       54.1    0      0          0          0  
   116       1151    2      90.28       53.7      90.95      53.21    0      0          0          0  
   116       1151    3      90.28       53.7      90.35      54.28    0      0          0          0  
   117       1161    0      91.66      51.98      91.99       51.5    0      0          0          0  
   117       1161    1      91.66      51.98      90.95      52.42    0      0          0          0  
   117       1161    2      91.66      51.98       91.5      52.55    0      0          0          0  
   117       1161    3      91.66      51.98      91.65      51.73    0      0          0          0  
   118       1171    0      91.66      51.98      92.07      51.98    0      0          0          0  
   118       1171    1      91.66      51.98      92.26      52.36    0      0          0          0  
   118       1171    2      91.66      51.98      90.11      53.65    0      0          0          0  
   118       1171    3      91.66      51.98      92.55      52.97    0      0          0          0  
   119       1181    0      93.02      50.22      92.82       50.5    0      0          0          0  
   119       1181    1      93.02      50.22      94.99      50.76    0      0          0          0  
   119       1181    2      93.02      50.22      93.95      49.85    0      0          0          0  
   119       1181    3      93.02      50.22      93.26      49.88    0      0          0          0  
   120       1191    0      93.02      50.22      93.32      50.66    0      0          0          0  
   120       1191    1      93.02      50.22      93.52      49.38    0      0          0          0  
   120       1191    2      93.02      50.22      93.25      49.71    0      0          0          0  
   120       1191    3      93.02      50.22      93.24      50.57    0      0          0          0  
   121       1201    0       94.2      48.55      94.46      48.42    0      0          0          0  
   121       1201    1       94.2      48.55      93.85       48.1    0      0          0          0  
   121       1201    2       94.2      48.55      93.31      47.09    0      0          0          0  
   121       1201    3       94.2      48.55      94.53      48.79    0      0          0          0  
   122       1211    0       94.2      48.55      94.18      48.33    0      0          0          0  
   122       1211    1       94.2      48.55      95.15      48.82    0      0          0          0  
   122       1211    2       94.2      48.55      93.68      49.15    0      0          0          0  
   122       1211    3       94.2      48.55      94.43      48.47    0      0          0          0  
   123       1221    0      95.13      47.19      95.07      47.35    0      0          0          0  
   123       1221    1      95.13      47.19      95.21      47.55    0      0          0          0  
   123       1221    2      95.13      47.19      94.67      47.43    0      0          0          0  
   123       1221    3      95.13      47.19      95.69       47.2    0      0          0          0  
   124       1231    0      95.13      47.19      94.85      47.44    0      0          0          0  
   124       1231    1      95.13      47.19      94.99      47.39    0      0          0          0  
   124       1231    2      95.13      47.19      96.21      48.24    0      0          0          0  
   124       1231    3      95.13      47.19      95.24      47.78    0      0          0          0  
   125       1241    0      95.99      47.39      95.98      47.94    0      0          0          0  
   125       1241    1      95.99      47.39      95.45      47.18    0      0          0          0  
   125       1241    2      95.99      47.39      96.65      47.17    0      0          0          0  
   125       1241    3      95.99      47.39      95.94      47.16    0      0          0          0  
   126       1251    0      95.99      47.39      96.24      46.64    0      0          0          0  
   126       1251    1      95.99      47.39       95.5       47.8    0      0          0          0  
   126       1251    2      95.99      47.39      96.02       47.8    0      0          0          0  
   126       1251    3      95.99      47.39      96.24      47.21    0      0          0          0  
   127       1261    0      96.93      47.51      96.77      47.06    0      0          0          0  
   127       1261    1      96.93      47.51      97.76      48.38    0      0          0          0  
   127       1261    2      96.93      47.51      96.74      47.56    0      0          0          0  
   127       1261    3      96.93      47.51      97.07      47.31    0      0          0          0  
   128       1271    0      96.93      47.51      97.55      47.86    0      0          0          0  
   128       1271    1      96.93      47.51      95.13      47.74    0      0          0          0  
   128       1271    2      96.93      47.51       95.9      48.16    0      0          0          0  
   128       1271    3      96.93      47.51      97.07      47.27    0      0          0          0  
   129       1281    0      98.07      47.37      97.97      47.03    0      0          0          0  
   129       1281    1      98.07      47.37       98.3      47.85    0      0          0          0  
   129       1281    2      98.07      47.37      98.09      47.96    0      0          0          0  
   129       1281    3      98.07      47.37      97.74      47.43    0      0          0          0  
   130       1291    0      98.07      47.37       97.7      46.52    0      0          0          0  
   130       1291    1      98.07      47.37      98.25      47.11    0      0          0          0  
   130       1291    2      98.07      47.37      97.13      48.32    0      0          0          0  
   130       1291    3      98.07      47.37      98.07      47.17    0      0          0          0  
   131       1301    0       99.2      47.19        100      47.12    0      0          0          0  
   131       1301    1       99.2      47.19      98.33      47.64    0      0          0          0  
   131       1301    2       99.2      47.19        101      45.71    0      0          0          0  
   131       1301    3       99.2      47.19      99.02      47.42    0      0          0          0  
   132       1311    0       99.2      47.19        100      46.77    0      0          0          0  
   132       1311    1       99.2      47.19      99.42      46.77    0      0          0          0  
   132       1311    2       99.2      47.19      99.34      47.49    0      0          0          0  
   132       1311    3       99.2      47.19      99.17      47.45    0      0          0          0  
   133       1321    0      100.3      47.39      100.1      47.44    0      0          0          0  
   133       1321    1      100.3      47.39      99.63       47.7    0      0          0          0  
   133       1321    2      100.3      47.39      100.1      46.75    0      0          0          0  
   133       1321    3      100.3      47.39      100.1      47.45    0      0          0          0  
   134       1331    0      100.3      47.39      100.7      46.94    0      0          0          0  
   134       1331    1      100.3      47.39      100.3       46.9    0      0          0          0  
   134       1331    2      100.3      47.39      100.8      46.64    0      0          0          0  
   134       1331    3      100.3      47.39      100.7      47.14    0      0          0          0  
   135       1341    0      101.1      47.44        103      45.69    0      0          0          0  
   135       1341    1      101.1      47.44      101.8      47.58    0      0          0          0  
   135       1341    2      101.1      47.44      100.5      47.48    0      0          0          0  
   135       1341    3      101.1      47.44      99.52      48.04    0      0          0          0  
   136       1351    0      101.1      47.44      99.76      48.07    0      0          0          0  
   136       1351    1      101.1      47.44        101      47.87    0      0          0          0  
   136       1351    2      101.1      47.44      100.7       47.2    0      0          0          0  
   136       1351    3      101.1      47.44      101.8       46.9    0      0          0          0  
   137       1361    0      101.9      47.41      102.1      47.38    0      0          0          0  
   137       1361    1      101.9      47.41        102      47.15    0      0          0          0  
   137       1361    2      101.9      47.41      102.7      47.84    0      0          0          0  
   137       1361    3      101.9      47.41        102      47.13    0      0          0          0  
   138       1371    0      101.9      47.41      101.8      47.51    0      0          0          0  
   138       1371    1      101.9      47.41      100.9      48.05    0      0          0          0  
   138       1371    2      101.9      47.41      101.6       47.7    0      0          0          0  
   138       1371    3      101.9      47.41        102      46.85    0      0          0          0  
   139       1381    0      102.9      47.47      103.1       47.2    0      0          0          0  
   139       1381    1      102.9      47.47      103.4      48.09    0      0          0          0  
   139       1381    2      102.9      47.47      103.4      47.05    0      0          0          0  
   139       1381    3      102.9      47.47      103.2      47.63    0      0          0          0  
   140       1391    0      102.9      47.47      103.1      46.06    0      0          0          0  
   140       1391    1      102.9      47.47      103.7      47.25    0      0          0          0  
   140       1391    2      102.9      47.47      103.4      47.09    0      0          0          0  
   140       1391    3      102.9      47.47      102.5         48    0      0          0          0  
   141       1401    0      103.9       47.5      104.7      47.74    0      0          0          0  
   141       1401    1      103.9       47.5      105.1      47.36    0      0          0          0  
   141       1401    2      103.9       47.5      103.9       47.8    0      0          0          0  
   141       1401    3      103.9       47.5      103.8       47.2    0      0          0          0  
   142       1411    0      103.9       47.5      105.4      45.92    0      0          0          0  
   142       1411    1      103.9       47.5      103.7      47.46    0      0          0          0  
   142       1411    2      103.9       47.5        104      47.06    0      0          0          0  
   142       1411    3      103.9       47.5      103.7       47.7    0      0          0          0  
   143       1421    0        105      47.24      104.8      47.22    0      0          0          0  
   143       1421    1        105      47.24        105      47.89    0      0          0          0  
   143       1421    2        105      47.24      105.1      47.33    0      0          0          0  
   143       1421    3        105      47.24      104.5      47.12    0      0          0          0  
   144       1431    0        105      47.24      104.5      47.61    0      0          0          0  
   144       1431    1        105      47.24      105.5      47.05    0      0          0          0  
   144       1431    2        105      47.24      105.4      48.23    0      0          0          0  
   144       1431    3        105      47.24      104.4      47.73    0      0          0          0  
   145       1441    0        104      47.02      104.6      46.87    0      0          0          0  
   145       1441    1        104      47.02      103.4      46.76    0      0          0          0  
   145       1441    2        104      47.02      103.7      47.31    0      0          0          0  
   145       1441    3        104      47.02      103.1      47.81    0      0          0          0  
   146       1451    0        104      47.02        104      46.91    0      0          0          0  
   146       1451    1        104      47.02      102.5      46.39    0      0          0          0  
   146       1451    2        104      47.02      104.7      47.11    0      0          0          0  
   146       1451    3        104      47.02      104.3      47.15    0      0          0          0  
   147       1461    0      104.8       46.9      104.7      47.36    0      0          0          0  
   147       1461    1      104.8       46.9      102.9       45.5    0      0          0          0  
   147       1461    2      104.8       46.9      104.8      45.78    0      0          0          0  
   147       1461    3      104.8       46.9      106.2      48.52    0      0          0          0  
   148       1471    0      104.8       46.9      105.1      46.59    0      0          0          0  
   148       1471    1      104.8       46.9      105.6       47.2    0      0          0          0  
   148       1471    2      104.8       46.9      105.7      48.84    0      0          0          0  
   148       1471    3      104.8       46.9      106.6      47.02    0      0          0          0  
   149       1481    0        105       46.7      105.1      46.77    0      0          0          0  
   149       1481    1        105       46.7      104.5       45.8    0      0          0          0  
   149       1481    2        105       46.7      105.2      46.71    0      0          0          0  
   149       1481    3        105       46.7      105.5      45.92    0      0          0          0  
   150       1491    0        105       46.7        105      46.87    0      0          0          0  
   150       1491    1        105       46.7      104.8      46.68    0      0          0          0  
   150       1491    2        105       46.7      104.6      46.47    0      0          0          0  
   150       1491    3        105       46.7      104.8      46.75    0      0          0          0  
   151       1501    0      104.6      45.87        105      45.29    0      0          0          0  
   151       1501    1      104.6      45.87      104.1      45.65    0      0          0          0  
   151       1501    2      104.6      45.87      104.7      46.14    0      0          0          0  
   151       1501    3      104.6      45.87      104.4      46.08    0      0          0          0  
   152       1511    0      104.6      45.87      105.3      46.92    0      0          0          0  
   152       1511    1      104.6      45.87        105      46.33    0      0          0          0  
   152       1511    2      104.6      45.87      104.8      46.22    0      0          0          0  
   152       1511    3      104.6      45.87      104.4      46.29    0      0          0          0  
   153       1521    0      104.2      44.73      104.3      44.81    0      0          0          0  
   153       1521    1      104.2      44.73      104.8      43.61    0      0          0          0  
   153       1521    2      104.2      44.73      104.2      45.41    0      0          0          0  
   153       1521    3      104.2      44.73      103.9      44.69    0      0          0          0  
   154       1531    0      104.2      44.73      103.3      44.14    0      0          0          0  
   154       1531    1      104.2      44.73        104       44.7    0      0          0          0  
   154       1531    2      104.2      44.73        104      44.56    0      0          0          0  
   154       1531    3      104.2      44.73      104.3      44.48    0      0          0          0  
   155       1541    0      103.6      43.87      104.1      45.06    0      0          0          0  
   155       1541    1      103.6      43.87      104.1       42.8    0      0          0          0  
   155       1541    2      103.6      43.87      102.9      43.82    0      0          0          0  
   155       1541    3      103.6      43.87      104.1      43.64    0      0          0          0  
   156       1551    0      103.6      43.87      104.1      43.44    0      0          0          0  
   156       1551    1      103.6      43.87      104.2      44.73    0      0          0          0  
   156       1551    2      103.6      43.87      105.1      43.97    0      0          0          0  
   156       1551    3      103.6      43.87      103.9      44.95    0      0          0          0  
   157       1561    0      102.8      42.85      103.1      42.99    0      0          0          0  
   157       1561    1      102.8      42.85        103      43.41    0      0          0          0  
   157       1561    2      102.8      42.85      102.6      43.46    0      0          0          0  
   157       1561    3      102.8      42.85      103.1      42.44    0      0          0          0  
   158       1571    0      102.8      42.85      101.7      42.79    0      0          0          0  
   158       1571    1      102.8      42.85      103.2      43.13    0      0          0          0  
   158       1571    2      102.8      42.85      102.8      43.05    0      0          0          0  
   158       1571    3      102.8      42.85      102.1      43.31    0      0          0          0  
   159       1581    0      102.1      41.94      101.7      43.08    0      0          0          0  
   159       1581    1      102.1      41.94        101      41.89    0      0          0          0  
   159       1581    2      102.1      41.94      102.4      43.21    0      0          0          0  
   159       1581    3      102.1      41.94      101.5      41.77    0      0          0          0  
   160       1591    0      102.1      41.94      100.5      41.26    0      0          0          0  
   160       1591    1      102.1      41.94      102.6      42.51    0      0          0          0  
   160       1591    2      102.1      41.94      102.8      42.33    0      0          0          0  
   160       1591    3      102.1      41.94      102.6      42.91    0      0          0          0  
   161       1601    0      101.6      41.13      101.6      41.26    0      0          0          0  
   161       1601    1      101.6      41.13      102.7      40.53    0      0          0          0  
   161       1601    2      101.6      41.13      101.8      41.76    0      0          0          0  
   161       1601    3      101.6      41.13      101.2      41.22    0      0          0          0  
   162       1611    0      101.6      41.13      102.3      40.49    0      0          0          0  
   162       1611    1      101.6      41.13      102.5      40.56    0      0          0          0  
   162       1611    2      101.6      41.13      102.4      40.19    0      0          0          0  
   162       1611    3      101.6      41.13      102.2      41.66    0      0          0          0  
   163       1621    0      101.4         41      101.6      41.37    0      0          0          0  
   163       1621    1      101.4         41      101.7      41.18    0      0          0          0  
   163       1621    2      101.4         41      101.1      41.85    0      0          0          0  
   163       1621    3      101.4         41      101.7      41.03    0      0          0          0  
   164       1631    0      101.4         41      100.6      41.67    0      0          0          0  
   164       1631    1      101.4         41      100.7      40.95    0      0          0          0  
   164       1631    2      101.4         41      100.6      40.08    0      0          0          0  
   164       1631    3      101.4         41      101.4      40.14    0      0          0          0  
   165       1641    0      101.1      42.16        101      41.57    0      0          0          0  
   165       1641    1      101.1      42.16      101.1      42.22    0      0          0          0  
   165       1641    2      101.1      42.16      101.8      41.57    0      0          0          0  
   165       1641    3      101.1      42.16      101.1      42.72    0      0          0          0  
   166       1651    0      101.1      42.16      100.9       41.8    0      0          0          0  
   166       1651    1      101.1      42.16      101.1      42.08    0      0          0          0  
   166       1651    2      101.1      42.16      100.5      41.63    0      0          0          0  
   166       1651    3      101.1      42.16      101.3      41.71    0      0          0          0  
   167       1661    0      100.7      43.08      100.9      42.06    0      0          0          0  
   167       1661    1      100.7      43.08      100.6      43.02    0      0          0          0  
   167       1661    2      100.7      43.08      100.6      42.14    0      0          0          0  
   167       1661    3      100.7      43.08      101.8      44.04    0      0          0          0  
   168       1671    0      100.7      43.08      100.7      43.12    0      0          0          0  
   168       1671    1      100.7      43.08      100.8      42.17    0      0          0          0  
   168       1671    2      100.7      43.08      100.8       43.3    0      0          0          0  
   168       1671    3      100.7      43.08      100.2      43.38    0      0          0          0  
   169       1681    0      100.1      44.28      98.87      44.09    0      0          0          0  
   169       1681    1      100.1      44.28      100.2      44.93    0      0          0          0  
   169       1681    2      100.1      44.28      99.44      43.43    0      0          0          0  
   169       1681    3      100.1      44.28        101      43.52    0      0          0          0  
   170       1691    0      100.1      44.28      99.88      44.36    0      0          0          0  
   170       1691    1      100.1      44.28      100.6      43.96    0      0          0          0  
   170       1691    2      100.1      44.28      99.78      43.75    0      0          0          0  
   170       1691    3      100.1      44.28      99.58      44.77    0      0          0          0  
   171       1701    0      99.54      45.35      99.17      45.32    0      0          0          0  
   171       1701    1      99.54      45.35      99.49      45.56    0      0          0          0  
   171       1701    2      99.54      45.35      99.36      45.31    0      0          0          0  
   171       1701    3      99.54      45.35      99.54      44.59    0      0          0          0  
   172       1711    0      99.54      45.35        100      45.84    0      0          0          0  
   172       1711    1      99.54      45.35      98.76      44.24    0      0          0          0  
   172       1711    2      99.54      45.35      99.59      45.32    0      0          0          0  
   172       1711    3      99.54      45.35       99.5      44.03    0      0          0          0  
   173       1721    0      99.07      43.09      98.21      42.79    0      0          0          0  
   173       1721    1      99.07      43.09      98.51      44.35    0      0          0          0  
   173       1721    2      99.07      43.09      98.73      43.04    0      0          0          0  
   173       1721    3      99.07      43.09      99.24      43.24    0      0          0          0  
   174       1731    0      99.07      43.09      99.28      42.71    0      0          0          0  
   174       1731    1      99.07      43.09      98.91      43.13    0      0          0          0  
   174       1731    2      99.07      43.09       98.6      42.71    0      0          0          0  
   174       1731    3      99.07      43.09      98.18      43.45    0      0          0          0  
   175       1741    0      98.41         41      97.38      39.14    0      0          0          0  
   175       1741    1      98.41         41      98.23      41.13    0      0          0          0  
   175       1741    2      98.41         41      98.71      41.21    0      0          0          0  
   175       1741    3      98.41         41      97.99      40.98    0      0          0          0  
   176       1751    0      98.41         41      97.88      40.45    0      0          0          0  
   176       1751    1      98.41         41      97.57      42.23    0      0          0          0  
   176       1751    2      98.41         41      98.39      41.06    0      0          0          0  
   176       1751    3      98.41         41       97.8      41.39    0      0          0          0  
   177       1761    0      97.97      42.99         98      43.61    0      0          0          0  
   177       1761    1      97.97      42.99      97.59      42.29    0      0          0          0  
   177       1761    2      97.97      42.99      98.71       41.6    0      0          0          0  
   177       1761    3      97.97      42.99      97.88      43.22    0      0          0          0  
   178       1771    0      97.97      42.99      97.87      42.59    0      0          0          0  
   178       1771    1      97.97      42.99      98.51      43.16    0      0          0          0  
   178       1771    2      97.97      42.99      97.71      42.92    0      0          0          0  
   178       1771    3      97.97      42.99      99.11       42.1    0      0          0          0  
   179       1781    0      97.65      45.18      96.86      44.81    0      0          0          0  
   179       1781    1      97.65      45.18      98.88      46.13    0      0          0          0  
   179       1781    2      97.65      45.18       97.7      45.14    0      0          0          0  
   179       1781    3      97.65      45.18         97      45.25    0      0          0          0  
   180       1791    0      97.65      45.18      97.32      45.39    0      0          0          0  
   180       1791    1      97.65      45.18      97.84      46.24    0      0          0          0  
   180       1791    2      97.65      45.18      97.93      43.59    0      0          0          0  
   180       1791    3      97.65      45.18      97.81      45.13    0      0          0          0  
   181       1801    0      97.29      47.31      96.58      45.69    0      0          0          0  
   181       1801    1      97.29      47.31       98.3      47.76    0      0          0          0  
   181       1801    2      97.29      47.31      97.24      48.66    0      0          0          0  
   181       1801    3      97.29      47.31      98.29      47.42    0      0          0          0  
   182       1811    0      97.29      47.31      97.49      47.28    0      0          0          0  
   182       1811    1      97.29      47.31      96.78      47.62    0      0          0          0  
   182       1811    2      97.29      47.31      96.93      47.55    0      0          0          0  
   182       1811    3      97.29      47.31      97.15      47.78    0      0          0          0  
   183       1821    0      96.56      49.63      96.24      49.75    0      0          0          0  
   183       1821    1      96.56      49.63      96.13      48.48    0      0          0          0  
   183       1821    2      96.56      49.63      97.16      49.48    0      0          0          0  
   183       1821    3      96.56      49.63      97.04      49.76    0      0          0          0  
   184       1831    0      96.56      49.63      96.68      49.89    0      0          0          0  
   184       1831    1      96.56      49.63      97.01      49.12    0      0          0          0  
   184       1831    2      96.56      49.63      97.63      48.71    0      0          0          0  
   184       1831    3      96.56      49.63      96.22      49.49    0      0          0          0  
   185       1841    0       95.9       51.6       95.3      50.89    0      0          0          0  
   185       1841    1       95.9       51.6      95.39      52.81    0      0          0          0  
   185       1841    2       95.9       51.6       95.2      51.02    0      0          0          0  
   185       1841    3       95.9       51.6      96.98      52.63    0      0          0          0  
   186       1851    0       95.9       51.6      96.24      52.05    0      0          0          0  
   186       1851    1       95.9       51.6      95.58      51.33    0      0          0          0  
   186       1851    2       95.9       51.6      96.38       51.8    0      0          0          0  
   186       1851    3       95.9       51.6      95.62      52.24    0      0          0          0  
   187       1861    0      95.42      51.76      95.41      51.81    0      0          0          0  
   187       1861    1      95.42      51.76      95.45      51.91    0      0          0          0  
   187       1861    2      95.42      51.76      94.99      51.17    0      0          0          0  
   187       1861    3      95.42      51.76      95.06      51.36    0      0          0          0  
   188       1871    0      95.42      51.76      96.86         51    0      0          0          0  
   188       1871    1      95.42      51.76      95.51      51.07    0      0          0          0  
   188       1871    2      95.42      51.76      95.42      51.75    0      0          0          0  
   188       1871    3      95.42      51.76      95.56      51.21    0      0          0          0  
   189       1881    0       95.1      52.36       94.8      52.29    0      0          0          0  
   189       1881    1       95.1      52.36      95.08      52.23    0      0          0          0  
   189       1881    2       95.1      52.36      95.44      52.45    0      0          0          0  
   189       1881    3       95.1      52.36      94.99      52.44    0      0          0          0  
   190       1891    0       95.1      52.36      95.84      53.07    0      0          0          0  
   190       1891    1       95.1      52.36      94.83      52.17    0      0          0          0  
   190       1891    2       95.1      52.36      95.29      52.43    0      0          0          0  
   190       1891    3       95.1      52.36      94.84      52.02    0      0          0          0  
   191       1901    0      94.36      52.85      93.69         53    0      0          0          0  
   191       1901    1      94.36      52.85       94.4      53.85    0      0          0          0  
   191       1901    2      94.36      52.85      95.79       51.8    0      0          0          0  
   191       1901    3      94.36      52.85      93.78      52.94    0      0          0          0  
   192       1911    0      94.36      52.85      94.51      53.59    0      0          0          0  
   192       1911    1      94.36      52.85      94.15      52.86    0      0          0          0  
   192       1911    2      94.36      52.85      94.23      52.48    0      0          0          0  
   192       1911    3      94.36      52.85      95.48      52.82    0      0          0          0  
   193       1921    0      93.99      53.21      93.81      51.92    0      0          0          0  
   193       1921    1      93.99      53.21      92.78      52.19    0      0          0          0  
   193       1921    2      93.99      53.21      92.96      53.45    0      0          0          0  
   193       1921    3      93.99      53.21      92.52      53.15    0      0          0          0  
   194       1931    0      93.99      53.21      94.34      53.01    0      0          0          0  
   194       1931    1      93.99      53.21      95.21      53.89    0      0          0          0  
   194       1931    2      93.99      53.21      95.87       53.3    0      0          0          0  
   194       1931    3      93.99      53.21       95.1      54.16    0      0          0          0  
   195       1941    0      93.45      53.36      93.35      53.74    0      0          0          0  
   195       1941    1      93.45      53.36      93.53      52.93    0      0          0          0  
   195       1941    2      93.45      53.36      94.18      52.89    0      0          0          0  
   195       1941    3      93.45      53.36      94.05      54.12    0      0          0          0  
   196       1951    0      93.45      53.36      93.15      53.66    0      0          0          0  
   196       1951    1      93.45      53.36      93.26      53.02    0      0          0          0  
   196       1951    2      93.45      53.36      93.98      53.44    0      0          0          0  
   196       1951    3      93.45      53.36      92.64      54.02    0      0          0          0  
   197       1961    0      92.87      53.88      93.23      53.24    0      0          0          0  
   197       1961    1      92.87      53.88      92.87      53.33    0      0          0          0  
   197       1961    2      92.87      53.88      92.68       53.9    0      0          0          0  
   197       1961    3      92.87      53.88      92.95      52.21    0      0          0          0  
   198       1971    0      92.87      53.88      91.36      54.76    0      0          0          0  
   198       1971    1      92.87      53.88       93.1       53.7    0      0          0          0  
   198       1971    2      92.87      53.88      93.43      54.23    0      0          0          0  
   198       1971    3      92.87      53.88      92.63      54.42    0      0          0          0  
   199       1981    0       92.6      54.22      91.96      54.49    0      0          0          0  
   199       1981    1       92.6      54.22      92.75      56.13    0      0          0          0  
   199       1981    2       92.6      54.22      92.06      53.88    0      0          0          0  
   199       1981    3       92.6      54.22      91.82      55.87    0      0          0          0  
   200       1991    0       92.6      54.22      92.72       54.9    0      0          0          0  
   200       1991    1       92.6      54.22      92.62      54.12    0      0          0          0  
   200       1991    2       92.6      54.22      92.33      52.98    0      0          0          0  
   200       1991    3       92.6      54.22      93.25      54.84    0      0          0          0  
   201       2001    0         93      54.75      92.75      55.21    0      0          0          0  
   201       2001    1         93      54.75      94.48      54.51    0      0          0          0  
   201       2001    2         93      54.75      92.21       54.3    0      0          0          0  
   201       2001    3         93      54.75      93.85      54.25    0      0          0          0  
   202       2011    0         93      54.75       92.8      54.43    0      0          0          0  
   202       2011    1         93      54.75       92.9      54.89    0      0          0          0  
   202       2011    2         93      54.75      92.37      54.05    0      0          0          0  
   202       2011    3         93      54.75      93.03       54.7    0      0          0          0  
   203       2021    0      93.45      55.27      93.65      55.36    0      0          0          0  
   203       2021    1      93.45      55.27      93.22      54.55    0      0          0          0  
   203       2021    2      93.45      55.27      93.32       55.2    0      0          0          0  
   203       2021    3      93.45      55.27      93.33      55.41    0      0          0          0  
   204       2031    0      93.45      55.27      92.82      55.78    0      0          0          0  
   204       2031    1      93.45      55.27      93.45       54.8    0      0          0          0  
   204       2031    2      93.45      55.27      92.23      54.95    0      0          0          0  
   204       2031    3      93.45      55.27      93.82      55.38    0      0          0          0  
   205       2041    0      94.14      55.89      94.46      55.36    0      0          0          0  
   205       2041    1      94.14      55.89      93.76      56.62    0      0          0          0  
   205       2041    2      94.14      55.89      93.31      55.56    0      0          0          0  
   205       2041    3      94.14      55.89      94.24       56.3    0      0          0          0  
   206       2051    0      94.14      55.89      94.76      54.95    0      0          0          0  
   206       2051    1      94.14      55.89      96.03      57.39    0      0          0          0  
   206       2051    2      94.14      55.89       94.6         57    0      0          0          0  
   206       2051    3      94.14      55.89      93.39      55.72    0      0          0          0  
   207       2061    0      94.49      56.08      94.19      54.92    0      0          0          0  
   207       2061    1      94.49      56.08      92.54      55.23    0      0          0          0  
   207       2061    2      94.49      56.08       94.5      56.16    0      0          0          0  
   207       2061    3      94.49      56.08      92.53      56.84    0      0          0          0  
   208       2071    0      94.49      56.08       94.8      56.19    0      0          0          0  
   208       2071    1      94.49      56.08      96.05      54.72    0      0          0          0  
   208       2071    2      94.49      56.08      94.95      56.95    0      0          0          0  
   208       2071    3      94.49      56.08      92.55       57.5    0      0          0          0  
   209       2081    0      95.18      56.59      96.23       55.9    0      0          0          0  
   209       2081    1      95.18      56.59      94.99      56.78    0      0          0          0  
   209       2081    2      95.18      56.59      95.54      56.14    0      0          0          0  
   209       2081    3      95.18      56.59      95.13      57.74    0      0          0          0  
   210       2091    0      95.18      56.59      95.09         57    0      0          0          0  
   210       2091    1      95.18      56.59      95.73      56.02    0      0          0          0  
   210       2091    2      95.18      56.59      95.28      56.32    0      0          0          0  
   210       2091    3      95.18      56.59      94.93      56.08    0      0          0          0  
   211       2101    0       95.9      56.89      95.72      56.77    0      0          0          0  
   211       2101    1       95.9      56.89       96.1      55.86    0      0          0          0  
   211       2101    2       95.9      56.89      96.59      57.66    0      0          0          0  
   211       2101    3       95.9      56.89      96.27      57.49    0      0          0          0  
   212       2111    0       95.9      56.89      97.76      57.12    0      0          0          0  
   212       2111    1       95.9      56.89         96      57.29    0      0          0          0  
   212       2111    2       95.9      56.89      97.61      56.98    0      0          0          0  
   212       2111    3       95.9      56.89      96.23      56.45    0      0          0          0  
   213       2121    0      96.33       57.5      96.53      57.64    0      0          0          0  
   213       2121    1      96.33       57.5      96.23      57.51    0      0          0          0  
   213       2121    2      96.33       57.5      95.93      57.61    0      0          0          0  
   213       2121    3      96.33       57.5      96.03       57.8    0      0          0          0  
   214       2131    0      96.33       57.5         96       57.3    0      0          0          0  
   214       2131    1      96.33       57.5       95.4       58.7    0      0          0          0  
   214       2131    2      96.33       57.5      94.78      59.23    0      0          0          0  
   214       2131    3      96.33       57.5      96.39       57.3    0      0          0          0  
   215       2141    0      96.99      57.87      97.54       57.8    0      0          0          0  
   215       2141    1      96.99      57.87       96.1      57.67    0      0          0          0  
   215       2141    2      96.99      57.87      97.06      58.32    0      0          0          0  
   215       2141    3      96.99      57.87       97.5      57.78    0      0          0          0  
   216       2151    0      96.99      57.87      97.95      59.71    0      0          0          0  
   216       2151    1      96.99      57.87      96.87      57.47    0      0          0          0  
   216       2151    2      96.99      57.87      97.14      59.58    0      0          0          0  
