k_step      t_sim  nID    Ground Truth (x,y)    Prediction   (x,y)  tID  TLost      delay_A    dalay_B
   216       2151    3      96.99      57.87      97.45      57.91    0      0          0          0  
   217       2161    0      97.61       58.2      97.33       58.9    0      0          0          0  
   217       2161    1      97.61       58.2      97.58      58.03    0      0          0          0  
   217       2161    2      97.61       58.2      97.42      57.92    0      0          0          0  
   217       2161    3      97.61       58.2       97.3      58.06    0      0          0          0  
   218       2171    0      97.61       58.2      97.13      58.42    0      0          0          0  
   218       2171    1      97.61       58.2      96.08       57.3    0      0          0          0  
   218       2171    2      97.61       58.2      98.18      57.73    0      0          0          0  
   218       2171    3      97.61       58.2      98.13      58.49    0      0          0          0  
   219       2181    0      98.36      58.37      98.19      58.18    0      0          0          0  
   219       2181    1      98.36      58.37      98.39      58.17    0      0          0          0  
   219       2181    2      98.36      58.37      98.45      57.77    0      0          0          0  
   219       2181    3      98.36      58.37       98.4      58.22    0      0          0          0  
   220       2191    0      98.36      58.37      99.39      59.52    0      0          0          0  
   220       2191    1      98.36      58.37      97.36      58.38    0      0          0          0  
   220       2191    2      98.36      58.37      98.77      59.17    0      0          0          0  
   220       2191    3      98.36      58.37       99.7      58.17    0      0          0          0  
   221       2201    0      98.81      58.76      99.01       58.8    0      0          0          0  
   221       2201    1      98.81      58.76      97.56      58.73    0      0          0          0  
   221       2201    2      98.81      58.76      98.43      58.39    0      0          0          0  
   221       2201    3      98.81      58.76      99.04      58.69    0      0          0          0  
   222       2211    0      98.81      58.76      98.62      58.45    0      0          0          0  
   222       2211    1      98.81      58.76      99.18      58.74    0      0          0          0  
   222       2211    2      98.81      58.76       98.3      58.51    0      0          0          0  
   222       2211    3      98.81      58.76      100.6      57.79    0      0          0          0  
   223       2221    0      99.26         59      99.33      59.29    0      0          0          0  
   223       2221    1      99.26         59        101      58.27    0      0          0          0  
   223       2221    2      99.26         59      99.07      59.41    0      0          0          0  
   223       2221    3      99.26         59      99.15      58.72    0      0          0          0  
   224       2231    0      99.26         59      100.8      58.08    0      0          0          0  
   224       2231    1      99.26         59      99.96      58.96    0      0          0          0  
   224       2231    2      99.26         59      98.77      58.52    0      0          0          0  
   224       2231    3      99.26         59       99.1       58.5    0      0          0          0  
   225       2241    0      99.35       59.3      99.39      59.28    0      0          0          0  
   225       2241    1      99.35       59.3      99.24      59.57    0      0          0          0  
   225       2241    2      99.35       59.3      99.76      59.19    0      0          0          0  
   225       2241    3      99.35       59.3       99.4      59.53    0      0          0          0  
   226       2251    0      99.35       59.3       99.4       59.9    0      0          0          0  
   226       2251    1      99.35       59.3      99.29      57.85    0      0          0          0  
   226       2251    2      99.35       59.3      99.05      59.01    0      0          0          0  
   226       2251    3      99.35       59.3      99.24       59.7    0      0          0          0  
   227       2261    0      99.45      59.58      99.35      59.59    0      0          0          0  
   227       2261    1      99.45      59.58      100.1      59.96    0      0          0          0  
   227       2261    2      99.45      59.58      100.9      60.95    0      0          0          0  
   227       2261    3      99.45      59.58      99.65      59.33    0      0          0          0  
   228       2271    0      99.45      59.58      100.4      59.01    0      0          0          0  
   228       2271    1      99.45      59.58      99.94      59.99    0      0          0          0  
   228       2271    2      99.45      59.58      98.15      59.96    0      0          0          0  
   228       2271    3      99.45      59.58        100       59.2    0      0          0          0  
   229       2281    0      99.98      59.91      101.4      58.18    0      0          0          0  
   229       2281    1      99.98      59.91      100.2      60.03    0      0          0          0  
   229       2281    2      99.98      59.91      99.79      59.82    0      0          0          0  
   229       2281    3      99.98      59.91      100.1      60.17    0      0          0          0  
   230       2291    0      99.98      59.91      99.24      59.58    0      0          0          0  
   230       2291    1      99.98      59.91       99.8      61.02    0      0          0          0  
   230       2291    2      99.98      59.91      100.4      61.06    0      0          0          0  
   230       2291    3      99.98      59.91      100.5      59.94    0      0          0          0  
   231       2301    0      100.1      60.33      99.96       59.4    0      0          0          0  
   231       2301    1      100.1      60.33      100.3      60.58    0      0          0          0  
   231       2301    2      100.1      60.33      99.95      60.31    0      0          0          0  
   231       2301    3      100.1      60.33      100.1       60.4    0      0          0          0  
   232       2311    0      100.1      60.33      99.35      60.63    0      0          0          0  
   232       2311    1      100.1      60.33      99.12      60.55    0      0          0          0  
   232       2311    2      100.1      60.33      100.3      60.37    0      0          0          0  
   232       2311    3      100.1      60.33      99.46      60.34    0      0          0          0  
   233       2321    0      100.4      60.63      100.7      61.14    0      0          0          0  
   233       2321    1      100.4      60.63      102.2      62.38    0      0          0          0  
   233       2321    2      100.4      60.63      100.2      60.42    0      0          0          0  
   233       2321    3      100.4      60.63      100.4      59.76    0      0          0          0  
   234       2331    0      100.4      60.63      100.6      60.74    0      0          0          0  
   234       2331    1      100.4      60.63      99.95      60.86    0      0          0          0  
   234       2331    2      100.4      60.63      99.73      60.03    0      0          0          0  
   234       2331    3      100.4      60.63      100.3       60.7    0      0          0          0  
   235       2341    0      98.94      60.98      98.89      61.25    0      0          0          0  
   235       2341    1      98.94      60.98      99.48      59.77    0      0          0          0  
   235       2341    2      98.94      60.98      98.59      60.87    0      0          0          0  
   235       2341    3      98.94      60.98      98.99       60.8    0      0          0          0  
   236       2351    0      98.94      60.98      98.54      60.22    0      0          0          0  
   236       2351    1      98.94      60.98      98.12      61.25    0      0          0          0  
   236       2351    2      98.94      60.98      98.63      60.93    0      0          0          0  
   236       2351    3      98.94      60.98      98.74      60.88    0      0          0          0  
   237       2361    0      97.42      61.12      98.04      61.26    0      0          0          0  
   237       2361    1      97.42      61.12       95.9      61.39    0      0          0          0  
   237       2361    2      97.42      61.12      97.38      61.82    0      0          0          0  
   237       2361    3      97.42      61.12      96.32      60.53    0      0          0          0  
   238       2371    0      97.42      61.12      98.03      61.14    0      0          0          0  
   238       2371    1      97.42      61.12      97.84      60.71    0      0          0          0  
   238       2371    2      97.42      61.12       97.3      61.03    0      0          0          0  
   238       2371    3      97.42      61.12      97.29      60.77    0      0          0          0  
   239       2381    0      95.95      61.36      95.39      61.89    0      0          0          0  
   239       2381    1      95.95      61.36       96.1      62.29    0      0          0          0  
   239       2381    2      95.95      61.36      95.75      60.96    0      0          0          0  
   239       2381    3      95.95      61.36      95.55       61.5    0      0          0          0  
   240       2391    0      95.95      61.36      95.88      60.75    0      0          0          0  
   240       2391    1      95.95      61.36      96.68      62.29    0      0          0          0  
   240       2391    2      95.95      61.36      94.86      61.64    0      0          0          0  
   240       2391    3      95.95      61.36      96.41      61.32    0      0          0          0  
   241       2401    0      94.35      61.34      94.74      62.26    0      0          0          0  
   241       2401    1      94.35      61.34      93.88      61.59    0      0          0          0  
   241       2401    2      94.35      61.34      93.91      61.21    0      0          0          0  
   241       2401    3      94.35      61.34      95.05      61.55    0      0          0          0  
   242       2411    0      94.35      61.34      93.73       61.3    0      0          0          0  
   242       2411    1      94.35      61.34      93.98      61.18    0      0          0          0  
   242       2411    2      94.35      61.34      94.69      60.96    0      0          0          0  
   242       2411    3      94.35      61.34      93.74      61.44    0      0          0          0  
   243       2421    0      92.55      61.46      92.61       62.2    0      0          0          0  
   243       2421    1      92.55      61.46      93.23      60.97    0      0          0          0  
   243       2421    2      92.55      61.46      91.89       61.6    0      0          0          0  
   243       2421    3      92.55      61.46      93.15      61.32    0      0          0          0  
   244       2431    0      92.55      61.46       92.6      62.01    0      0          0          0  
   244       2431    1      92.55      61.46      93.35      60.97    0      0          0          0  
   244       2431    2      92.55      61.46      92.84         61    0      0          0          0  
   244       2431    3      92.55      61.46      92.33      61.07    0      0          0          0  
   245       2441    0      90.89       61.6       90.7       61.6    0      0          0          0  
   245       2441    1      90.89       61.6      91.64      61.16    0      0          0          0  
   245       2441    2      90.89       61.6      91.34      61.57    0      0          0          0  
   245       2441    3      90.89       61.6      90.95      61.93    0      0          0          0  
   246       2451    0      90.89       61.6      90.93      61.59    0      0          0          0  
   246       2451    1      90.89       61.6      92.24      60.63    0      0          0          0  
   246       2451    2      90.89       61.6      91.26      61.36    0      0          0          0  
   246       2451    3      90.89       61.6      91.22      61.82    0      0          0          0  
   247       2461    0      89.47      60.19      89.06      60.16    0      0          0          0  
   247       2461    1      89.47      60.19      89.48      59.99    0      0          0          0  
   247       2461    2      89.47      60.19      89.54      60.02    0      0          0          0  
   247       2461    3      89.47      60.19      89.01      60.62    0      0          0          0  
   248       2471    0      89.47      60.19      89.03      60.33    0      0          0          0  
   248       2471    1      89.47      60.19      89.44      60.34    0      0          0          0  
   248       2471    2      89.47      60.19      89.58      59.95    0      0          0          0  
   248       2471    3      89.47      60.19      89.23      59.76    0      0          0          0  
   249       2481    0       87.8      58.89      87.65      58.87    0      0          0          0  
   249       2481    1       87.8      58.89      88.35      58.78    0      0          0          0  
   249       2481    2       87.8      58.89      88.08      58.71    0      0          0          0  
   249       2481    3       87.8      58.89      87.27      59.54    0      0          0          0  
   250       2491    0       87.8      58.89         88      58.87    0      0          0          0  
   250       2491    1       87.8      58.89         88      58.92    0      0          0          0  
   250       2491    2       87.8      58.89      86.88       58.5    0      0          0          0  
   250       2491    3       87.8      58.89      87.86      58.81    0      0          0          0  
   251       2501    0      86.14      57.25      86.14      57.25    0      0          0          0  
   251       2501    1      86.14      57.25      87.19      57.47    0      0          0          0  
   251       2501    2      86.14      57.25      86.22      56.99    0      0          0          0  
   251       2501    3      86.14      57.25      86.72       57.8    0      0          0          0  
   252       2511    0      86.14      57.25      85.64      57.67    0      0          0          0  
   252       2511    1      86.14      57.25      85.67      57.47    0      0          0          0  
   252       2511    2      86.14      57.25       86.4      57.03    0      0          0          0  
   252       2511    3      86.14      57.25      85.98      57.46    0      0          0          0  
   253       2521    0      84.69      55.76      84.49      55.83    0      0          0          0  
   253       2521    1      84.69      55.76      84.93      55.71    0      0          0          0  
   253       2521    2      84.69      55.76      84.12      54.02    0      0          0          0  
   253       2521    3      84.69      55.76      85.91      55.25    0      0          0          0  
   254       2531    0      84.69      55.76      84.39      55.38    0      0          0          0  
   254       2531    1      84.69      55.76      84.45      56.04    0      0          0          0  
   254       2531    2      84.69      55.76      83.98      54.32    0      0          0          0  
   254       2531    3      84.69      55.76      84.56      55.49    0      0          0          0  
   255       2541    0      82.86      53.99      84.16      53.75    0      0          0          0  
   255       2541    1      82.86      53.99      82.84      54.07    0      0          0          0  
   255       2541    2      82.86      53.99      83.36      53.74    0      0          0          0  
   255       2541    3      82.86      53.99      82.63      53.34    0      0          0          0  
   256       2551    0      82.86      53.99      82.61       54.1    0      0          0          0  
   256       2551    1      82.86      53.99      82.64      54.01    0      0          0          0  
   256       2551    2      82.86      53.99      82.18      54.38    0      0          0          0  
   256       2551    3      82.86      53.99      83.05      54.19    0      0          0          0  
   257       2561    0       81.1      52.63      80.38       52.8    0      0          0          0  
   257       2561    1       81.1      52.63      81.35      52.86    0      0          0          0  
   257       2561    2       81.1      52.63      81.15      52.63    0      0          0          0  
   257       2561    3       81.1      52.63      82.42      52.99    0      0          0          0  
   258       2571    0       81.1      52.63      79.63      53.23    0      0          0          0  
   258       2571    1       81.1      52.63      81.06       52.9    0      0          0          0  
   258       2571    2       81.1      52.63      81.62      52.28    0      0          0          0  
   258       2571    3       81.1      52.63      81.89      52.31    0      0          0          0  
   259       2581    0      79.42      51.26      78.83      50.97    0      0          0          0  
   259       2581    1      79.42      51.26      80.15      51.85    0      0          0          0  
   259       2581    2      79.42      51.26      79.07      51.34    0      0          0          0  
   259       2581    3      79.42      51.26      79.35      51.81    0      0          0          0  
   260       2591    0      79.42      51.26      79.13      51.03    0      0          0          0  
   260       2591    1      79.42      51.26      79.29      51.53    0      0          0          0  
   260       2591    2      79.42      51.26      79.47      51.32    0      0          0          0  
   260       2591    3      79.42      51.26      79.62      50.88    0      0          0          0  
   261       2601    0      77.86      49.44      77.29       48.7    0      0          0          0  
   261       2601    1      77.86      49.44      78.09      49.71    0      0          0          0  
   261       2601    2      77.86      49.44      78.93       49.3    0      0          0          0  
   261       2601    3      77.86      49.44      77.04      49.01    0      0          0          0  
   262       2611    0      77.86      49.44      77.79      49.82    0      0          0          0  
   262       2611    1      77.86      49.44      77.95      49.32    0      0          0          0  
   262       2611    2      77.86      49.44      78.01      49.47    0      0          0          0  
   262       2611    3      77.86      49.44      77.74      49.31    0      0          0          0  
   263       2621    0      76.14      47.78      75.55      47.65    0      0          0          0  
   263       2621    1      76.14      47.78      77.14      47.73    0      0          0          0  
   263       2621    2      76.14      47.78      76.52      47.59    0      0          0          0  
   263       2621    3      76.14      47.78      76.93      48.47    0      0          0          0  
   264       2631    0      76.14      47.78      76.35      48.01    0      0          0          0  
   264       2631    1      76.14      47.78      76.07      48.01    0      0          0          0  
   264       2631    2      76.14      47.78      76.53      47.95    0      0          0          0  
   264       2631    3      76.14      47.78      77.04      47.01    0      0          0          0  
   265       2641    0      74.57      46.05      74.75      45.37    0      0          0          0  
   265       2641    1      74.57      46.05      74.85      46.14    0      0          0          0  
   265       2641    2      74.57      46.05      74.24      46.14    0      0          0          0  
   265       2641    3      74.57      46.05      73.22      44.49    0      0          0          0  
   266       2651    0      74.57      46.05      74.08      46.03    0      0          0          0  
   266       2651    1      74.57      46.05      74.77         46    0      0          0          0  
   266       2651    2      74.57      46.05      73.57      45.73    0      0          0          0  
   266       2651    3      74.57      46.05      74.44      46.01    0      0          0          0  
   267       2661    0      73.06      44.53      74.78      45.82    0      0          0          0  
   267       2661    1      73.06      44.53      73.46      44.11    0      0          0          0  
   267       2661    2      73.06      44.53      72.94      44.74    0      0          0          0  
   267       2661    3      73.06      44.53      73.62       44.2    0      0          0          0  
   268       2671    0      73.06      44.53      73.47      44.41    0      0          0          0  
   268       2671    1      73.06      44.53       72.9      43.76    0      0          0          0  
   268       2671    2      73.06      44.53      71.74      46.43    0      0          0          0  
   268       2671    3      73.06      44.53      72.59       44.2    0      0          0          0  
   269       2681    0      71.25      42.88      71.36      43.11    0      0          0          0  
   269       2681    1      71.25      42.88      71.18      42.94    0      0          0          0  
   269       2681    2      71.25      42.88      70.77      42.65    0      0          0          0  
   269       2681    3      71.25      42.88      71.08      43.27    0      0          0          0  
   270       2691    0      71.25      42.88      71.49      42.87    0      0          0          0  
   270       2691    1      71.25      42.88      71.23      42.97    0      0          0          0  
   270       2691    2      71.25      42.88      71.66      40.99    0      0          0          0  
   270       2691    3      71.25      42.88      69.78      44.62    0      0          0          0  
   271       2701    0      69.87      41.48      69.65      40.87    0      0          0          0  
   271       2701    1      69.87      41.48      69.75      41.37    0      0          0          0  
   271       2701    2      69.87      41.48      70.02      40.77    0      0          0          0  
   271       2701    3      69.87      41.48      70.17      40.53    0      0          0          0  
   272       2711    0      69.87      41.48      69.94      41.77    0      0          0          0  
   272       2711    1      69.87      41.48      69.55      40.72    0      0          0          0  
   272       2711    2      69.87      41.48      69.57      41.98    0      0          0          0  
   272       2711    3      69.87      41.48      70.24      42.42    0      0          0          0  
   273       2721    0       68.1         41      68.01      40.96    0      0          0          0  
   273       2721    1       68.1         41      68.32      40.86    0      0          0          0  
   273       2721    2       68.1         41      68.61      42.27    0      0          0          0  
   273       2721    3       68.1         41      69.97      40.49    0      0          0          0  
   274       2731    0       68.1         41      68.38      40.32    0      0          0          0  
   274       2731    1       68.1         41      67.76      40.73    0      0          0          0  
   274       2731    2       68.1         41      69.18      40.58    0      0          0          0  
   274       2731    3       68.1         41      69.29      41.26    0      0          0          0  
   275       2741    0      67.83      42.74      66.91      42.85    0      0          0          0  
   275       2741    1      67.83      42.74      67.62      42.69    0      0          0          0  
   275       2741    2      67.83      42.74      67.14      43.34    0      0          0          0  
   275       2741    3      67.83      42.74      66.03      40.76    0      0          0          0  
   276       2751    0      67.83      42.74      68.13      42.08    0      0          0          0  
   276       2751    1      67.83      42.74      67.84       42.5    0      0          0          0  
   276       2751    2      67.83      42.74      67.51      41.76    0      0          0          0  
   276       2751    3      67.83      42.74      67.78      42.61    0      0          0          0  
   277       2761    0      67.49      41.85       67.9      41.46    0      0          0          0  
   277       2761    1      67.49      41.85       67.9      41.88    0      0          0          0  
   277       2761    2      67.49      41.85      66.92      42.75    0      0          0          0  
   277       2761    3      67.49      41.85      68.16      41.28    0      0          0          0  
   278       2771    0      67.49      41.85      66.82       41.7    0      0          0          0  
   278       2771    1      67.49      41.85      67.17      41.77    0      0          0          0  
   278       2771    2      67.49      41.85      68.27       42.2    0      0          0          0  
   278       2771    3      67.49      41.85      67.55       41.6    0      0          0          0  
   279       2781    0      67.05      41.04      67.19      41.49    0      0          0          0  
   279       2781    1      67.05      41.04       65.4      42.53    0      0          0          0  
   279       2781    2      67.05      41.04      66.85      41.37    0      0          0          0  
   279       2781    3      67.05      41.04      67.15      40.98    0      0          0          0  
   280       2791    0      67.05      41.04      67.07      40.85    0      0          0          0  
   280       2791    1      67.05      41.04      66.19      42.05    0      0          0          0  
   280       2791    2      67.05      41.04      67.43      40.45    0      0          0          0  
   280       2791    3      67.05      41.04      66.69      40.82    0      0          0          0  
   281       2801    0      66.37         41      66.59      40.74    0      0          0          0  
   281       2801    1      66.37         41      66.62      41.24    0      0          0          0  
   281       2801    2      66.37         41      66.11      40.82    0      0          0          0  
   281       2801    3      66.37         41      66.54       41.7    0      0          0          0  
   282       2811    0      66.37         41      67.07      41.84    0      0          0          0  
   282       2811    1      66.37         41      66.17      41.84    0      0          0          0  
   282       2811    2      66.37         41      66.43      41.51    0      0          0          0  
   282       2811    3      66.37         41      65.45      40.62    0      0          0          0  
   283       2821    0      65.81      41.52      65.42      41.14    0      0          0          0  
   283       2821    1      65.81      41.52      66.32      41.46    0      0          0          0  
   283       2821    2      65.81      41.52      67.02      39.64    0      0          0          0  
   283       2821    3      65.81      41.52      66.43      41.38    0      0          0          0  
   284       2831    0      65.81      41.52      66.19      40.84    0      0          0          0  
   284       2831    1      65.81      41.52      65.67      41.02    0      0          0          0  
   284       2831    2      65.81      41.52      64.66      42.15    0      0          0          0  
   284       2831    3      65.81      41.52      66.74      41.31    0      0          0          0  
   285       2841    0      65.22      42.44      64.42      43.33    0      0          0          0  
   285       2841    1      65.22      42.44      64.73      42.18    0      0          0          0  
   285       2841    2      65.22      42.44      64.47      42.07    0      0          0          0  
   285       2841    3      65.22      42.44       65.2      42.92    0      0          0          0  
   286       2851    0      65.22      42.44      65.24      42.59    0      0          0          0  
   286       2851    1      65.22      42.44      65.09      40.91    0      0          0          0  
   286       2851    2      65.22      42.44       65.3      42.71    0      0          0          0  
   286       2851    3      65.22      42.44      64.46       42.8    0      0          0          0  
   287       2861    0      64.48      42.66      63.04      43.94    0      0          0          0  
   287       2861    1      64.48      42.66      64.68      42.74    0      0          0          0  
   287       2861    2      64.48      42.66      65.15      42.74    0      0          0          0  
   287       2861    3      64.48      42.66      64.38      42.72    0      0          0          0  
   288       2871    0      64.48      42.66       66.1      43.05    0      0          0          0  
   288       2871    1      64.48      42.66      64.41      41.86    0      0          0          0  
   288       2871    2      64.48      42.66      63.92      42.82    0      0          0          0  
   288       2871    3      64.48      42.66      64.73         43    0      0          0          0  
   289       2881    0       63.9      42.88      64.95      42.08    0      0          0          0  
   289       2881    1       63.9      42.88       63.1      41.25    0      0          0          0  
   289       2881    2       63.9      42.88      61.99      43.42    0      0          0          0  
   289       2881    3       63.9      42.88       63.9      42.52    0      0          0          0  
   290       2891    0       63.9      42.88      63.91       43.4    0      0          0          0  
   290       2891    1       63.9      42.88      63.97      42.32    0      0          0          0  
   290       2891    2       63.9      42.88      64.49      43.05    0      0          0          0  
   290       2891    3       63.9      42.88      63.98      42.16    0      0          0          0  
   291       2901    0      63.62      43.15       63.9      42.83    0      0          0          0  
   291       2901    1      63.62      43.15      63.27      42.11    0      0          0          0  
   291       2901    2      63.62      43.15      63.69      42.55    0      0          0          0  
   291       2901    3      63.62      43.15      63.82      43.22    0      0          0          0  
   292       2911    0      63.62      43.15      63.99      42.65    0      0          0          0  
   292       2911    1      63.62      43.15      62.73      42.84    0      0          0          0  
   292       2911    2      63.62      43.15      63.38      42.58    0      0          0          0  
   292       2911    3      63.62      43.15      64.11       43.5    0      0          0          0  
   293       2921    0      63.07      43.26      63.61      42.72    0      0          0          0  
   293       2921    1      63.07      43.26      62.37      42.81    0      0          0          0  
   293       2921    2      63.07      43.26      62.37      43.52    0      0          0          0  
   293       2921    3      63.07      43.26      62.91      43.58    0      0          0          0  
   294       2931    0      63.07      43.26       63.4      43.32    0      0          0          0  
   294       2931    1      63.07      43.26      64.05      44.33    0      0          0          0  
   294       2931    2      63.07      43.26      62.66      42.96    0      0          0          0  
   294       2931    3      63.07      43.26      62.62      43.36    0      0          0          0  
   295       2941    0      62.35      43.62      62.23      43.41    0      0          0          0  
   295       2941    1      62.35      43.62      61.74      43.03    0      0          0          0  
   295       2941    2      62.35      43.62      62.97      43.87    0      0          0          0  
   295       2941    3      62.35      43.62      63.04      43.78    0      0          0          0  
   296       2951    0      62.35      43.62      62.65      43.73    0      0          0          0  
   296       2951    1      62.35      43.62      62.12      43.99    0      0          0          0  
   296       2951    2      62.35      43.62      62.39       43.5    0      0          0          0  
   296       2951    3      62.35      43.62      62.89      43.59    0      0          0          0  
   297       2961    0      61.67      43.94      61.85      44.25    0      0          0          0  
   297       2961    1      61.67      43.94      61.88      44.51    0      0          0          0  
   297       2961    2      61.67      43.94      61.46      44.12    0      0          0          0  
   297       2961    3      61.67      43.94      61.54      43.84    0      0          0          0  
   298       2971    0      61.67      43.94      61.23       43.4    0      0          0          0  
   298       2971    1      61.67      43.94      61.47      43.57    0      0          0          0  
   298       2971    2      61.67      43.94      61.83      44.19    0      0          0          0  
   298       2971    3      61.67      43.94      61.65      43.44    0      0          0          0  
   299       2981    0         61      44.32      60.42      44.48    0      0          0          0  
   299       2981    1         61      44.32      60.56      44.23    0      0          0          0  
   299       2981    2         61      44.32      60.54      43.94    0      0          0          0  
   299       2981    3         61      44.32      61.41      44.81    0      0          0          0  
   300       2991    0         61      44.32      60.37      44.01    0      0          0          0  
   300       2991    1         61      44.32      60.55      43.48    0      0          0          0  
   300       2991    2         61      44.32      61.63      44.23    0      0          0          0  
   300       2991    3         61      44.32      61.63       43.4    0      0          0          0  
   301       3001    0      62.11      44.61      62.93      43.55    0      0          0          0  
   301       3001    1      62.11      44.61      62.43      44.56    0      0          0          0  
   301       3001    2      62.11      44.61      62.11      44.97    0      0          0          0  
   301       3001    3      62.11      44.61      62.05      43.91    0      0          0          0  
   302       3011    0      62.11      44.61      62.99      45.61    0      0          0          0  
   302       3011    1      62.11      44.61      62.13      44.42    0      0          0          0  
   302       3011    2      62.11      44.61      62.41      44.38    0      0          0          0  
   302       3011    3      62.11      44.61      61.82       44.3    0      0          0          0  
   303       3021    0      63.37      44.88      63.03      45.19    0      0          0          0  
   303       3021    1      63.37      44.88      63.88       44.6    0      0          0          0  
   303       3021    2      63.37      44.88      63.35       43.9    0      0          0          0  
   303       3021    3      63.37      44.88      62.73      45.21    0      0          0          0  
   304       3031    0      63.37      44.88      63.71      45.18    0      0          0          0  
   304       3031    1      63.37      44.88      63.17       44.5    0      0          0          0  
   304       3031    2      63.37      44.88      63.51      44.56    0      0          0          0  
   304       3031    3      63.37      44.88      63.02      44.75    0      0          0          0  
   305       3041    0      64.51      45.09      65.91      44.23    0      0          0          0  
   305       3041    1      64.51      45.09       64.2      45.63    0      0          0          0  
   305       3041    2      64.51      45.09      64.06      45.52    0      0          0          0  
   305       3041    3      64.51      45.09       64.2      45.16    0      0          0          0  
   306       3051    0      64.51      45.09      63.17      45.12    0      0          0          0  
   306       3051    1      64.51      45.09      62.93      45.21    0      0          0          0  
   306       3051    2      64.51      45.09      64.73      45.52    0      0          0          0  
   306       3051    3      64.51      45.09      65.62      44.62    0      0          0          0  
   307       3061    0      66.21      45.56      65.85      45.65    0      0          0          0  
   307       3061    1      66.21      45.56      66.24      45.39    0      0          0          0  
   307       3061    2      66.21      45.56      65.71      47.22    0      0          0          0  
   307       3061    3      66.21      45.56      66.02      45.91    0      0          0          0  
   308       3071    0      66.21      45.56      66.46       45.7    0      0          0          0  
   308       3071    1      66.21      45.56      66.16      45.13    0      0          0          0  
   308       3071    2      66.21      45.56      66.74      46.39    0      0          0          0  
   308       3071    3      66.21      45.56      66.22       45.8    0      0          0          0  
   309       3081    0      67.86      46.07      68.07      45.85    0      0          0          0  
   309       3081    1      67.86      46.07      69.59      46.22    0      0          0          0  
   309       3081    2      67.86      46.07       67.1      47.43    0      0          0          0  
   309       3081    3      67.86      46.07      67.26      45.79    0      0          0          0  
   310       3091    0      67.86      46.07      67.32      45.73    0      0          0          0  
   310       3091    1      67.86      46.07      68.53      46.69    0      0          0          0  
   310       3091    2      67.86      46.07      66.43      46.85    0      0          0          0  
   310       3091    3      67.86      46.07       67.6      46.61    0      0          0          0  
   311       3101    0      69.66      46.72      67.97      45.81    0      0          0          0  
   311       3101    1      69.66      46.72      69.47      48.18    0      0          0          0  
   311       3101    2      69.66      46.72      69.52      46.83    0      0          0          0  
   311       3101    3      69.66      46.72      69.78      46.88    0      0          0          0  
   312       3111    0      69.66      46.72      69.65      46.56    0      0          0          0  
   312       3111    1      69.66      46.72      69.45      47.28    0      0          0          0  
   312       3111    2      69.66      46.72      69.51       46.7    0      0          0          0  
   312       3111    3      69.66      46.72      69.84      46.87    0      0          0          0  
   313       3121    0       71.3      47.34      70.89      47.43    0      0          0          0  
   313       3121    1       71.3      47.34      70.86      47.49    0      0          0          0  
   313       3121    2       71.3      47.34      71.78       47.9    0      0          0          0  
   313       3121    3       71.3      47.34      70.83      46.99    0      0          0          0  
   314       3131    0       71.3      47.34       71.3       46.9    0      0          0          0  
   314       3131    1       71.3      47.34      71.67      46.68    0      0          0          0  
   314       3131    2       71.3      47.34      70.98       47.3    0      0          0          0  
   314       3131    3       71.3      47.34      71.58      47.42    0      0          0          0  
   315       3141    0      71.98      47.76      72.11      48.51    0      0          0          0  
   315       3141    1      71.98      47.76      72.04      48.44    0      0          0          0  
   315       3141    2      71.98      47.76      73.66      49.08    0      0          0          0  
   315       3141    3      71.98      47.76       70.4      46.96    0      0          0          0  
   316       3151    0      71.98      47.76      72.48      48.48    0      0          0          0  
   316       3151    1      71.98      47.76      71.74      49.13    0      0          0          0  
   316       3151    2      71.98      47.76      73.15      46.89    0      0          0          0  
   316       3151    3      71.98      47.76      71.44      47.89    0      0          0          0  
   317       3161    0      72.76      48.05      72.57      47.58    0      0          0          0  
   317       3161    1      72.76      48.05      74.29      48.55    0      0          0          0  
   317       3161    2      72.76      48.05      72.34      48.25    0      0          0          0  
   317       3161    3      72.76      48.05      73.29      48.45    0      0          0          0  
   318       3171    0      72.76      48.05       72.2      49.53    0      0          0          0  
   318       3171    1      72.76      48.05      73.38      46.45    0      0          0          0  
   318       3171    2      72.76      48.05       72.6      47.36    0      0          0          0  
   318       3171    3      72.76      48.05      73.44      48.46    0      0          0          0  
   319       3181    0      73.53       48.6      73.53      48.52    0      0          0          0  
   319       3181    1      73.53       48.6      73.82      48.52    0      0          0          0  
   319       3181    2      73.53       48.6      73.89      49.17    0      0          0          0  
   319       3181    3      73.53       48.6      74.47      47.77    0      0          0          0  
   320       3191    0      73.53       48.6      72.63      48.03    0      0          0          0  
   320       3191    1      73.53       48.6      73.38      48.75    0      0          0          0  
   320       3191    2      73.53       48.6      73.55      47.48    0      0          0          0  
   320       3191    3      73.53       48.6      73.82      48.95    0      0          0          0  
   321       3201    0      73.99      48.95      72.86      49.19    0      0          0          0  
   321       3201    1      73.99      48.95      75.27      48.57    0      0          0          0  
   321       3201    2      73.99      48.95      73.63      49.26    0      0          0          0  
   321       3201    3      73.99      48.95      73.55      48.94    0      0          0          0  
   322       3211    0      73.99      48.95      73.86      49.28    0      0          0          0  
   322       3211    1      73.99      48.95      74.08      49.36    0      0          0          0  
   322       3211    2      73.99      48.95      73.59      48.94    0      0          0          0  
   322       3211    3      73.99      48.95      74.94      49.52    0      0          0          0  
